Sexo;Comunidad autónoma/provincia (1);Ciclo formativo (2);Total
AMBOS SEXOS;Palencia;Servicios de restauración;14
AMBOS SEXOS;Palencia;12 IMAGEN PERSONAL;126
AMBOS SEXOS;Palencia;Estética y belleza;68
AMBOS SEXOS;Palencia;Peluquería y cosmética capilar;58
AMBOS SEXOS;Palencia;13 IMAGEN Y SONIDO;42
AMBOS SEXOS;Palencia;Vídeo, disc-jockey y sonido;42
AMBOS SEXOS;Palencia;14 INDUSTRIAS ALIMENTARIAS;15
AMBOS SEXOS;Palencia;Aceites de oliva y vinos;3
AMBOS SEXOS;Palencia;Elaboración de productos alimenticios;4
AMBOS SEXOS;Palencia;Panadería, repostería y confitería;8
AMBOS SEXOS;Palencia;15 INDUSTRIAS EXTRACTIVAS;5
AMBOS SEXOS;Palencia;Excavaciones y sondeos;5
AMBOS SEXOS;Palencia;Piedra natural;0
AMBOS SEXOS;Palencia;16 INFORMÁTICA Y COMUNICACIONES;206
AMBOS SEXOS;Palencia;Sistemas microinformáticos y redes;206
AMBOS SEXOS;Palencia;17 INSTALACIÓN Y MANTENIMIENTO;84
AMBOS SEXOS;Palencia;Instalaciones de producción de calor;14
AMBOS SEXOS;Palencia;Instalaciones frigoríficas y de climatización;18
AMBOS SEXOS;Palencia;Mantenimiento electromecánico;52
AMBOS SEXOS;Palencia;18 MADERA, MUEBLE Y CORCHO;11
AMBOS SEXOS;Palencia;Carpintería y mueble;5
AMBOS SEXOS;Palencia;Instalación y amueblamiento;6
AMBOS SEXOS;Palencia;19 MARÍTIMO-PESQUERA;0
AMBOS SEXOS;Palencia;Cultivos acuícolas;0
AMBOS SEXOS;Palencia;Mantenimiento y control de la maquinaria de buques y embarcaciones;0
AMBOS SEXOS;Palencia;Navegación y pesca de litoral;0
AMBOS SEXOS;Palencia;Operaciones subacuáticas y hiperbáricas;0
AMBOS SEXOS;Palencia;20 QUÍMICA;18
AMBOS SEXOS;Palencia;Operaciones de laboratorio;18
AMBOS SEXOS;Palencia;Planta química;0
AMBOS SEXOS;Palencia;21 SANIDAD;385
AMBOS SEXOS;Palencia;Cuidados auxiliares de enfermería (LOGSE);242
AMBOS SEXOS;Palencia;Emergencias sanitarias;40
AMBOS SEXOS;Palencia;Farmacia y parafarmacia;103
AMBOS SEXOS;Palencia;22 SEGURIDAD Y MEDIO AMBIENTE;20
AMBOS SEXOS;Salamanca;Emergencias y protección civil;20
AMBOS SEXOS;Salamanca;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;98
AMBOS SEXOS;Salamanca;Atención a personas en situación de dependencia;98
AMBOS SEXOS;Salamanca;24 TEXTIL, CONFECCIÓN Y PIEL;12
AMBOS SEXOS;Salamanca;Calzado y complementos de moda;0
AMBOS SEXOS;Salamanca;Confección y moda;12
AMBOS SEXOS;Salamanca;Fabricación y ennoblecimiento de productos textiles;0
AMBOS SEXOS;Salamanca;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;150
AMBOS SEXOS;Salamanca;Carrocería;32
AMBOS SEXOS;Salamanca;Conducción de vehículos de transporte por carretera;0
AMBOS SEXOS;Salamanca;Electromecánica de maquinaria;6
AMBOS SEXOS;Salamanca;Electromecánica de vehículos automóviles;112
AMBOS SEXOS;Salamanca;Mantenimiento de material rodante ferroviario;0
AMBOS SEXOS;Salamanca;Mantenimiento de embarcaciones de recreo;0
AMBOS SEXOS;Salamanca;Mantenimiento de estructuras de madera y mobiliario de embarcaciones;0
AMBOS SEXOS;Salamanca;Montaje de estructuras e instalación de sistemas aeronáuticos;0
AMBOS SEXOS;Salamanca;26 VIDRIO Y CERÁMICA;0
AMBOS SEXOS;Salamanca;Fabricación de productos cerámicos;0
AMBOS SEXOS;Salamanca;Total de alumnado que terminó;1.855
AMBOS SEXOS;Salamanca;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;41
AMBOS SEXOS;Salamanca;Guía en el medio natural y de tiempo libre;41
AMBOS SEXOS;Salamanca;Actividades ecuestres;0
AMBOS SEXOS;Salamanca;02 ADMINISTRACIÓN Y GESTIÓN;151
AMBOS SEXOS;Salamanca;Gestión administrativa;151
AMBOS SEXOS;Salamanca;Administración y gestión (n.d.);0
AMBOS SEXOS;Salamanca;03 AGRARIA;22
AMBOS SEXOS;Salamanca;Aprovechamiento y conservación del medio natural;8
AMBOS SEXOS;Salamanca;Jardinería y floristería;4
AMBOS SEXOS;Salamanca;Producción agroecológica;10
AMBOS SEXOS;Salamanca;Producción agropecuaria;0
AMBOS SEXOS;Salamanca;04 ARTES GRÁFICAS;18
AMBOS SEXOS;Salamanca;Impresión gráfica;8
AMBOS SEXOS;Salamanca;Postimpresión y acabados gráficos;0
AMBOS SEXOS;Salamanca;Preimpresión digital;10
AMBOS SEXOS;Salamanca;06 COMERCIO Y MARKETING;49
AMBOS SEXOS;Salamanca;Actividades comerciales;49
AMBOS SEXOS;Salamanca;Comercialización de productos alimentarios;0
AMBOS SEXOS;Salamanca;07 EDIFICACIÓN Y OBRA CIVIL;0
AMBOS SEXOS;Salamanca;Construcción;0
AMBOS SEXOS;Salamanca;Obras de interior, decoración y rehabilitación;0
AMBOS SEXOS;Salamanca;08 ELECTRICIDAD Y ELECTRÓNICA;117
AMBOS SEXOS;Salamanca;Instalaciones de telecomunicaciones;22
AMBOS SEXOS;Salamanca;Instalaciones eléctricas y automáticas;95
AMBOS SEXOS;Salamanca;09 ENERGÍA Y AGUA;0
AMBOS SEXOS;Salamanca;Redes y estaciones de tratamiento de agua;0
AMBOS SEXOS;Salamanca;10 FABRICACIÓN MECÁNICA;132
AMBOS SEXOS;Salamanca;Conformado por moldeo de metales y polímeros;0
AMBOS SEXOS;Salamanca;Joyería (LOGSE);0
AMBOS SEXOS;Segovia;Mecanizado;39
AMBOS SEXOS;Segovia;Soldadura y calderería;93
AMBOS SEXOS;Segovia;11 HOSTELERÍA Y TURISMO;49
AMBOS SEXOS;Segovia;Cocina y gastronomía;41
AMBOS SEXOS;Segovia;Servicios de restauración;8
AMBOS SEXOS;Segovia;12 IMAGEN PERSONAL;102
AMBOS SEXOS;Segovia;Estética y belleza;64
AMBOS SEXOS;Segovia;Peluquería y cosmética capilar;38
AMBOS SEXOS;Segovia;13 IMAGEN Y SONIDO;17
AMBOS SEXOS;Segovia;Vídeo, disc-jockey y sonido;17
AMBOS SEXOS;Segovia;14 INDUSTRIAS ALIMENTARIAS;18
AMBOS SEXOS;Segovia;Aceites de oliva y vinos;0
AMBOS SEXOS;Segovia;Elaboración de productos alimenticios;5
AMBOS SEXOS;Segovia;Panadería, repostería y confitería;13
AMBOS SEXOS;Segovia;15 INDUSTRIAS EXTRACTIVAS;0
AMBOS SEXOS;Segovia;Excavaciones y sondeos;0
AMBOS SEXOS;Segovia;Piedra natural;0
AMBOS SEXOS;Segovia;16 INFORMÁTICA Y COMUNICACIONES;88
AMBOS SEXOS;Segovia;Sistemas microinformáticos y redes;88
AMBOS SEXOS;Segovia;17 INSTALACIÓN Y MANTENIMIENTO;97
AMBOS SEXOS;Segovia;Instalaciones de producción de calor;5
AMBOS SEXOS;Segovia;Instalaciones frigoríficas y de climatización;14
AMBOS SEXOS;Segovia;Mantenimiento electromecánico;78
AMBOS SEXOS;Segovia;18 MADERA, MUEBLE Y CORCHO;16
AMBOS SEXOS;Segovia;Carpintería y mueble;16
AMBOS SEXOS;Segovia;Instalación y amueblamiento;0
AMBOS SEXOS;Segovia;19 MARÍTIMO-PESQUERA;16
AMBOS SEXOS;Segovia;Cultivos acuícolas;0
AMBOS SEXOS;Segovia;Mantenimiento y control de la maquinaria de buques y embarcaciones;13
AMBOS SEXOS;Segovia;Navegación y pesca de litoral;3
AMBOS SEXOS;Segovia;Operaciones subacuáticas y hiperbáricas;0
AMBOS SEXOS;Segovia;20 QUÍMICA;20
AMBOS SEXOS;Segovia;Operaciones de laboratorio;20
AMBOS SEXOS;Segovia;Planta química;0
AMBOS SEXOS;Segovia;21 SANIDAD;692
AMBOS SEXOS;Segovia;Cuidados auxiliares de enfermería (LOGSE);564
AMBOS SEXOS;Segovia;Emergencias sanitarias;28
AMBOS SEXOS;Segovia;Farmacia y parafarmacia;100
AMBOS SEXOS;Segovia;22 SEGURIDAD Y MEDIO AMBIENTE;0
AMBOS SEXOS;Segovia;Emergencias y protección civil;0
AMBOS SEXOS;Segovia;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;50
AMBOS SEXOS;Segovia;Atención a personas en situación de dependencia;50
AMBOS SEXOS;Segovia;24 TEXTIL, CONFECCIÓN Y PIEL;13
AMBOS SEXOS;Segovia;Calzado y complementos de moda;0
AMBOS SEXOS;Segovia;Confección y moda;13
AMBOS SEXOS;Segovia;Fabricación y ennoblecimiento de productos textiles;0
AMBOS SEXOS;Segovia;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;147
AMBOS SEXOS;Segovia;Carrocería;32
AMBOS SEXOS;Soria;Conducción de vehículos de transporte por carretera;0
AMBOS SEXOS;Soria;Electromecánica de maquinaria;0
AMBOS SEXOS;Soria;Electromecánica de vehículos automóviles;115
AMBOS SEXOS;Soria;Mantenimiento de material rodante ferroviario;0
AMBOS SEXOS;Soria;Mantenimiento de embarcaciones de recreo;0
AMBOS SEXOS;Soria;Mantenimiento de estructuras de madera y mobiliario de embarcaciones;0
AMBOS SEXOS;Soria;Montaje de estructuras e instalación de sistemas aeronáuticos;0
AMBOS SEXOS;Soria;26 VIDRIO Y CERÁMICA;0
AMBOS SEXOS;Soria;Fabricación de productos cerámicos;0
AMBOS SEXOS;Soria;Total de alumnado que terminó;2.892
AMBOS SEXOS;Soria;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;213
AMBOS SEXOS;Soria;Guía en el medio natural y de tiempo libre;213
AMBOS SEXOS;Soria;Actividades ecuestres;0
AMBOS SEXOS;Soria;02 ADMINISTRACIÓN Y GESTIÓN;461
AMBOS SEXOS;Soria;Gestión administrativa;461
AMBOS SEXOS;Soria;Administración y gestión (n.d.);0
AMBOS SEXOS;Soria;03 AGRARIA;49
AMBOS SEXOS;Soria;Aprovechamiento y conservación del medio natural;6
AMBOS SEXOS;Soria;Jardinería y floristería;29
AMBOS SEXOS;Soria;Producción agroecológica;6
AMBOS SEXOS;Soria;Producción agropecuaria;8
AMBOS SEXOS;Soria;04 ARTES GRÁFICAS;34
AMBOS SEXOS;Soria;Impresión gráfica;8
AMBOS SEXOS;Soria;Postimpresión y acabados gráficos;0
AMBOS SEXOS;Soria;Preimpresión digital;26
AMBOS SEXOS;Soria;06 COMERCIO Y MARKETING;107
AMBOS SEXOS;Soria;Actividades comerciales;107
AMBOS SEXOS;Soria;Comercialización de productos alimentarios;0
AMBOS SEXOS;Soria;07 EDIFICACIÓN Y OBRA CIVIL;5
AMBOS SEXOS;Soria;Construcción;5
AMBOS SEXOS;Soria;Obras de interior, decoración y rehabilitación;0
AMBOS SEXOS;Soria;08 ELECTRICIDAD Y ELECTRÓNICA;163
AMBOS SEXOS;Soria;Instalaciones de telecomunicaciones;41
AMBOS SEXOS;Soria;Instalaciones eléctricas y automáticas;122
AMBOS SEXOS;Soria;09 ENERGÍA Y AGUA;0
AMBOS SEXOS;Soria;Redes y estaciones de tratamiento de agua;0
AMBOS SEXOS;Soria;10 FABRICACIÓN MECÁNICA;7
AMBOS SEXOS;Soria;Conformado por moldeo de metales y polímeros;0
AMBOS SEXOS;Soria;Joyería (LOGSE);0
AMBOS SEXOS;Soria;Mecanizado;7
AMBOS SEXOS;Soria;Soldadura y calderería;0
AMBOS SEXOS;Soria;11 HOSTELERÍA Y TURISMO;155
AMBOS SEXOS;Soria;Cocina y gastronomía;113
AMBOS SEXOS;Soria;Servicios de restauración;42
AMBOS SEXOS;Soria;12 IMAGEN PERSONAL;85
AMBOS SEXOS;Soria;Estética y belleza;32
AMBOS SEXOS;Soria;Peluquería y cosmética capilar;53
AMBOS SEXOS;Soria;13 IMAGEN Y SONIDO;29
AMBOS SEXOS;Valladolid;Vídeo, disc-jockey y sonido;29
AMBOS SEXOS;Valladolid;14 INDUSTRIAS ALIMENTARIAS;26
AMBOS SEXOS;Valladolid;Aceites de oliva y vinos;9
AMBOS SEXOS;Valladolid;Elaboración de productos alimenticios;0
AMBOS SEXOS;Valladolid;Panadería, repostería y confitería;17
AMBOS SEXOS;Valladolid;15 INDUSTRIAS EXTRACTIVAS;0
AMBOS SEXOS;Valladolid;Excavaciones y sondeos;0
AMBOS SEXOS;Valladolid;Piedra natural;0
AMBOS SEXOS;Valladolid;16 INFORMÁTICA Y COMUNICACIONES;319
AMBOS SEXOS;Valladolid;Sistemas microinformáticos y redes;319
AMBOS SEXOS;Valladolid;17 INSTALACIÓN Y MANTENIMIENTO;40
AMBOS SEXOS;Valladolid;Instalaciones de producción de calor;10
AMBOS SEXOS;Valladolid;Instalaciones frigoríficas y de climatización;22
AMBOS SEXOS;Valladolid;Mantenimiento electromecánico;8
AMBOS SEXOS;Valladolid;18 MADERA, MUEBLE Y CORCHO;13
AMBOS SEXOS;Valladolid;Carpintería y mueble;13
AMBOS SEXOS;Valladolid;Instalación y amueblamiento;0
AMBOS SEXOS;Valladolid;19 MARÍTIMO-PESQUERA;26
AMBOS SEXOS;Valladolid;Cultivos acuícolas;0
AMBOS SEXOS;Valladolid;Mantenimiento y control de la maquinaria de buques y embarcaciones;17
AMBOS SEXOS;Valladolid;Navegación y pesca de litoral;9
AMBOS SEXOS;Valladolid;Operaciones subacuáticas y hiperbáricas;0
AMBOS SEXOS;Valladolid;20 QUÍMICA;0
AMBOS SEXOS;Valladolid;Operaciones de laboratorio;0
AMBOS SEXOS;Valladolid;Planta química;0
AMBOS SEXOS;Valladolid;21 SANIDAD;774
AMBOS SEXOS;Valladolid;Cuidados auxiliares de enfermería (LOGSE);579
AMBOS SEXOS;Valladolid;Emergencias sanitarias;81
AMBOS SEXOS;Valladolid;Farmacia y parafarmacia;114
AMBOS SEXOS;Valladolid;22 SEGURIDAD Y MEDIO AMBIENTE;18
AMBOS SEXOS;Valladolid;Emergencias y protección civil;18
AMBOS SEXOS;Valladolid;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;220
AMBOS SEXOS;Valladolid;Atención a personas en situación de dependencia;220
AMBOS SEXOS;Valladolid;24 TEXTIL, CONFECCIÓN Y PIEL;0
AMBOS SEXOS;Valladolid;Calzado y complementos de moda;0
AMBOS SEXOS;Valladolid;Confección y moda;0
AMBOS SEXOS;Valladolid;Fabricación y ennoblecimiento de productos textiles;0
AMBOS SEXOS;Valladolid;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;148
AMBOS SEXOS;Valladolid;Carrocería;21
AMBOS SEXOS;Valladolid;Conducción de vehículos de transporte por carretera;0
AMBOS SEXOS;Valladolid;Electromecánica de maquinaria;0
AMBOS SEXOS;Valladolid;Electromecánica de vehículos automóviles;96
AMBOS SEXOS;Valladolid;Mantenimiento de material rodante ferroviario;0
AMBOS SEXOS;Valladolid;Mantenimiento de embarcaciones de recreo;31
AMBOS SEXOS;Valladolid;Mantenimiento de estructuras de madera y mobiliario de embarcaciones;0
AMBOS SEXOS;Valladolid;Montaje de estructuras e instalación de sistemas aeronáuticos;0
AMBOS SEXOS;Valladolid;26 VIDRIO Y CERÁMICA;0
AMBOS SEXOS;Valladolid;Fabricación de productos cerámicos;0
AMBOS SEXOS;Zamora;Total de alumnado que terminó;3.731
AMBOS SEXOS;Zamora;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;0
AMBOS SEXOS;Zamora;Guía en el medio natural y de tiempo libre;0
AMBOS SEXOS;Zamora;Actividades ecuestres;0
AMBOS SEXOS;Zamora;02 ADMINISTRACIÓN Y GESTIÓN;370
AMBOS SEXOS;Zamora;Gestión administrativa;370
AMBOS SEXOS;Zamora;Administración y gestión (n.d.);0
AMBOS SEXOS;Zamora;03 AGRARIA;115
AMBOS SEXOS;Zamora;Aprovechamiento y conservación del medio natural;36
AMBOS SEXOS;Zamora;Jardinería y floristería;50
AMBOS SEXOS;Zamora;Producción agroecológica;20
AMBOS SEXOS;Zamora;Producción agropecuaria;9
AMBOS SEXOS;Zamora;04 ARTES GRÁFICAS;23
AMBOS SEXOS;Zamora;Impresión gráfica;7
AMBOS SEXOS;Zamora;Postimpresión y acabados gráficos;0
AMBOS SEXOS;Zamora;Preimpresión digital;16
AMBOS SEXOS;Zamora;06 COMERCIO Y MARKETING;283
AMBOS SEXOS;Zamora;Actividades comerciales;283
AMBOS SEXOS;Zamora;Comercialización de productos alimentarios;0
AMBOS SEXOS;Zamora;07 EDIFICACIÓN Y OBRA CIVIL;12
AMBOS SEXOS;Zamora;Construcción;0
AMBOS SEXOS;Zamora;Obras de interior, decoración y rehabilitación;12
AMBOS SEXOS;Zamora;08 ELECTRICIDAD Y ELECTRÓNICA;207
AMBOS SEXOS;Zamora;Instalaciones de telecomunicaciones;78
AMBOS SEXOS;Zamora;Instalaciones eléctricas y automáticas;129
AMBOS SEXOS;Zamora;09 ENERGÍA Y AGUA;16
AMBOS SEXOS;Zamora;Redes y estaciones de tratamiento de agua;16
AMBOS SEXOS;Zamora;10 FABRICACIÓN MECÁNICA;66
AMBOS SEXOS;Zamora;Conformado por moldeo de metales y polímeros;0
AMBOS SEXOS;Zamora;Joyería (LOGSE);0
AMBOS SEXOS;Zamora;Mecanizado;17
AMBOS SEXOS;Zamora;Soldadura y calderería;49
AMBOS SEXOS;Zamora;11 HOSTELERÍA Y TURISMO;311
AMBOS SEXOS;Zamora;Cocina y gastronomía;218
AMBOS SEXOS;Zamora;Servicios de restauración;93
AMBOS SEXOS;Zamora;12 IMAGEN PERSONAL;303
AMBOS SEXOS;Zamora;Estética y belleza;167
AMBOS SEXOS;Zamora;Peluquería y cosmética capilar;136
AMBOS SEXOS;Zamora;13 IMAGEN Y SONIDO;29
AMBOS SEXOS;Zamora;Vídeo, disc-jockey y sonido;29
AMBOS SEXOS;Zamora;14 INDUSTRIAS ALIMENTARIAS;75
AMBOS SEXOS;Zamora;Aceites de oliva y vinos;0
AMBOS SEXOS;Zamora;Elaboración de productos alimenticios;0
AMBOS SEXOS;Zamora;Panadería, repostería y confitería;75
AMBOS SEXOS;Zamora;15 INDUSTRIAS EXTRACTIVAS;0
AMBOS SEXOS;Zamora;Excavaciones y sondeos;0
AMBOS SEXOS;Zamora;Piedra natural;0
AMBOS SEXOS;Zamora;16 INFORMÁTICA Y COMUNICACIONES;317
AMBOS SEXOS;08 CASTILLA LA MANCHA;Sistemas microinformáticos y redes;317
AMBOS SEXOS;08 CASTILLA LA MANCHA;17 INSTALACIÓN Y MANTENIMIENTO;130
AMBOS SEXOS;08 CASTILLA LA MANCHA;Instalaciones de producción de calor;37
AMBOS SEXOS;08 CASTILLA LA MANCHA;Instalaciones frigoríficas y de climatización;75
AMBOS SEXOS;08 CASTILLA LA MANCHA;Mantenimiento electromecánico;18
AMBOS SEXOS;08 CASTILLA LA MANCHA;18 MADERA, MUEBLE Y CORCHO;35
AMBOS SEXOS;08 CASTILLA LA MANCHA;Carpintería y mueble;30
AMBOS SEXOS;08 CASTILLA LA MANCHA;Instalación y amueblamiento;5
AMBOS SEXOS;08 CASTILLA LA MANCHA;19 MARÍTIMO-PESQUERA;61
AMBOS SEXOS;08 CASTILLA LA MANCHA;Cultivos acuícolas;2
AMBOS SEXOS;08 CASTILLA LA MANCHA;Mantenimiento y control de la maquinaria de buques y embarcaciones;22
AMBOS SEXOS;08 CASTILLA LA MANCHA;Navegación y pesca de litoral;17
AMBOS SEXOS;08 CASTILLA LA MANCHA;Operaciones subacuáticas y hiperbáricas;20
AMBOS SEXOS;08 CASTILLA LA MANCHA;20 QUÍMICA;21
AMBOS SEXOS;08 CASTILLA LA MANCHA;Operaciones de laboratorio;21
AMBOS SEXOS;08 CASTILLA LA MANCHA;Planta química;0
AMBOS SEXOS;08 CASTILLA LA MANCHA;21 SANIDAD;720
AMBOS SEXOS;08 CASTILLA LA MANCHA;Cuidados auxiliares de enfermería (LOGSE);460
AMBOS SEXOS;08 CASTILLA LA MANCHA;Emergencias sanitarias;113
AMBOS SEXOS;08 CASTILLA LA MANCHA;Farmacia y parafarmacia;147
AMBOS SEXOS;08 CASTILLA LA MANCHA;22 SEGURIDAD Y MEDIO AMBIENTE;0
AMBOS SEXOS;08 CASTILLA LA MANCHA;Emergencias y protección civil;0
AMBOS SEXOS;08 CASTILLA LA MANCHA;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;254
AMBOS SEXOS;08 CASTILLA LA MANCHA;Atención a personas en situación de dependencia;254
AMBOS SEXOS;08 CASTILLA LA MANCHA;24 TEXTIL, CONFECCIÓN Y PIEL;27
AMBOS SEXOS;08 CASTILLA LA MANCHA;Calzado y complementos de moda;0
AMBOS SEXOS;08 CASTILLA LA MANCHA;Confección y moda;27
AMBOS SEXOS;08 CASTILLA LA MANCHA;Fabricación y ennoblecimiento de productos textiles;0
AMBOS SEXOS;08 CASTILLA LA MANCHA;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;356
AMBOS SEXOS;08 CASTILLA LA MANCHA;Carrocería;76
AMBOS SEXOS;08 CASTILLA LA MANCHA;Conducción de vehículos de transporte por carretera;0
AMBOS SEXOS;08 CASTILLA LA MANCHA;Electromecánica de maquinaria;10
AMBOS SEXOS;08 CASTILLA LA MANCHA;Electromecánica de vehículos automóviles;265
AMBOS SEXOS;08 CASTILLA LA MANCHA;Mantenimiento de material rodante ferroviario;0
AMBOS SEXOS;08 CASTILLA LA MANCHA;Mantenimiento de embarcaciones de recreo;0
AMBOS SEXOS;08 CASTILLA LA MANCHA;Mantenimiento de estructuras de madera y mobiliario de embarcaciones;5
AMBOS SEXOS;08 CASTILLA LA MANCHA;Montaje de estructuras e instalación de sistemas aeronáuticos;0
AMBOS SEXOS;08 CASTILLA LA MANCHA;26 VIDRIO Y CERÁMICA;0
AMBOS SEXOS;08 CASTILLA LA MANCHA;Fabricación de productos cerámicos;0
AMBOS SEXOS;08 CASTILLA LA MANCHA;Total de alumnado que terminó;2.042
AMBOS SEXOS;08 CASTILLA LA MANCHA;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;0
AMBOS SEXOS;08 CASTILLA LA MANCHA;Guía en el medio natural y de tiempo libre;0
AMBOS SEXOS;08 CASTILLA LA MANCHA;Actividades ecuestres;0
AMBOS SEXOS;08 CASTILLA LA MANCHA;02 ADMINISTRACIÓN Y GESTIÓN;200
AMBOS SEXOS;08 CASTILLA LA MANCHA;Gestión administrativa;200
AMBOS SEXOS;08 CASTILLA LA MANCHA;Administración y gestión (n.d.);0
AMBOS SEXOS;08 CASTILLA LA MANCHA;03 AGRARIA;51
AMBOS SEXOS;08 CASTILLA LA MANCHA;Aprovechamiento y conservación del medio natural;12
AMBOS SEXOS;Albacete;Jardinería y floristería;24
AMBOS SEXOS;Albacete;Producción agroecológica;15
AMBOS SEXOS;Albacete;Producción agropecuaria;0
AMBOS SEXOS;Albacete;04 ARTES GRÁFICAS;7
AMBOS SEXOS;Albacete;Impresión gráfica;0
AMBOS SEXOS;Albacete;Postimpresión y acabados gráficos;0
AMBOS SEXOS;Albacete;Preimpresión digital;7
AMBOS SEXOS;Albacete;06 COMERCIO Y MARKETING;184
AMBOS SEXOS;Albacete;Actividades comerciales;184
AMBOS SEXOS;Albacete;Comercialización de productos alimentarios;0
AMBOS SEXOS;Albacete;07 EDIFICACIÓN Y OBRA CIVIL;7
AMBOS SEXOS;Albacete;Construcción;0
AMBOS SEXOS;Albacete;Obras de interior, decoración y rehabilitación;7
AMBOS SEXOS;Albacete;08 ELECTRICIDAD Y ELECTRÓNICA;113
AMBOS SEXOS;Albacete;Instalaciones de telecomunicaciones;40
AMBOS SEXOS;Albacete;Instalaciones eléctricas y automáticas;73
AMBOS SEXOS;Albacete;09 ENERGÍA Y AGUA;14
AMBOS SEXOS;Albacete;Redes y estaciones de tratamiento de agua;14
AMBOS SEXOS;Albacete;10 FABRICACIÓN MECÁNICA;26
AMBOS SEXOS;Albacete;Conformado por moldeo de metales y polímeros;0
AMBOS SEXOS;Albacete;Joyería (LOGSE);0
AMBOS SEXOS;Albacete;Mecanizado;8
AMBOS SEXOS;Albacete;Soldadura y calderería;18
AMBOS SEXOS;Albacete;11 HOSTELERÍA Y TURISMO;182
AMBOS SEXOS;Albacete;Cocina y gastronomía;128
AMBOS SEXOS;Albacete;Servicios de restauración;54
AMBOS SEXOS;Albacete;12 IMAGEN PERSONAL;173
AMBOS SEXOS;Albacete;Estética y belleza;107
AMBOS SEXOS;Albacete;Peluquería y cosmética capilar;66
AMBOS SEXOS;Albacete;13 IMAGEN Y SONIDO;13
AMBOS SEXOS;Albacete;Vídeo, disc-jockey y sonido;13
AMBOS SEXOS;Albacete;14 INDUSTRIAS ALIMENTARIAS;45
AMBOS SEXOS;Albacete;Aceites de oliva y vinos;0
AMBOS SEXOS;Albacete;Elaboración de productos alimenticios;0
AMBOS SEXOS;Albacete;Panadería, repostería y confitería;45
AMBOS SEXOS;Albacete;15 INDUSTRIAS EXTRACTIVAS;0
AMBOS SEXOS;Albacete;Excavaciones y sondeos;0
AMBOS SEXOS;Albacete;Piedra natural;0
AMBOS SEXOS;Albacete;16 INFORMÁTICA Y COMUNICACIONES;181
AMBOS SEXOS;Albacete;Sistemas microinformáticos y redes;181
AMBOS SEXOS;Albacete;17 INSTALACIÓN Y MANTENIMIENTO;87
AMBOS SEXOS;Albacete;Instalaciones de producción de calor;16
AMBOS SEXOS;Albacete;Instalaciones frigoríficas y de climatización;58
AMBOS SEXOS;Albacete;Mantenimiento electromecánico;13
AMBOS SEXOS;Albacete;18 MADERA, MUEBLE Y CORCHO;16
AMBOS SEXOS;Albacete;Carpintería y mueble;11
AMBOS SEXOS;Albacete;Instalación y amueblamiento;5
AMBOS SEXOS;Albacete;19 MARÍTIMO-PESQUERA;40
AMBOS SEXOS;Ciudad Real;Cultivos acuícolas;0
AMBOS SEXOS;Ciudad Real;Mantenimiento y control de la maquinaria de buques y embarcaciones;15
AMBOS SEXOS;Ciudad Real;Navegación y pesca de litoral;11
AMBOS SEXOS;Ciudad Real;Operaciones subacuáticas y hiperbáricas;14
AMBOS SEXOS;Ciudad Real;20 QUÍMICA;10
AMBOS SEXOS;Ciudad Real;Operaciones de laboratorio;10
AMBOS SEXOS;Ciudad Real;Planta química;0
AMBOS SEXOS;Ciudad Real;21 SANIDAD;379
AMBOS SEXOS;Ciudad Real;Cuidados auxiliares de enfermería (LOGSE);225
AMBOS SEXOS;Ciudad Real;Emergencias sanitarias;61
AMBOS SEXOS;Ciudad Real;Farmacia y parafarmacia;93
AMBOS SEXOS;Ciudad Real;22 SEGURIDAD Y MEDIO AMBIENTE;0
AMBOS SEXOS;Ciudad Real;Emergencias y protección civil;0
AMBOS SEXOS;Ciudad Real;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;126
AMBOS SEXOS;Ciudad Real;Atención a personas en situación de dependencia;126
AMBOS SEXOS;Ciudad Real;24 TEXTIL, CONFECCIÓN Y PIEL;13
AMBOS SEXOS;Ciudad Real;Calzado y complementos de moda;0
AMBOS SEXOS;Ciudad Real;Confección y moda;13
AMBOS SEXOS;Ciudad Real;Fabricación y ennoblecimiento de productos textiles;0
AMBOS SEXOS;Ciudad Real;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;175
AMBOS SEXOS;Ciudad Real;Carrocería;27
AMBOS SEXOS;Ciudad Real;Conducción de vehículos de transporte por carretera;0
AMBOS SEXOS;Ciudad Real;Electromecánica de maquinaria;10
AMBOS SEXOS;Ciudad Real;Electromecánica de vehículos automóviles;138
