Sexo;Comunidad autónoma/provincia (1);Ciclo formativo (2);Total
Mujeres;10 COMUNITAT VALENCIANA;Producción agropecuaria;0
Mujeres;10 COMUNITAT VALENCIANA;04 ARTES GRÁFICAS;38
Mujeres;10 COMUNITAT VALENCIANA;Impresión gráfica;8
Mujeres;10 COMUNITAT VALENCIANA;Postimpresión y acabados gráficos;0
Mujeres;10 COMUNITAT VALENCIANA;Preimpresión digital;30
Mujeres;10 COMUNITAT VALENCIANA;06 COMERCIO Y MARKETING;407
Mujeres;10 COMUNITAT VALENCIANA;Actividades comerciales;407
Mujeres;10 COMUNITAT VALENCIANA;Comercialización de productos alimentarios;0
Mujeres;10 COMUNITAT VALENCIANA;07 EDIFICACIÓN Y OBRA CIVIL;26
Mujeres;10 COMUNITAT VALENCIANA;Construcción;0
Mujeres;10 COMUNITAT VALENCIANA;Obras de interior, decoración y rehabilitación;26
Mujeres;10 COMUNITAT VALENCIANA;08 ELECTRICIDAD Y ELECTRÓNICA;34
Mujeres;10 COMUNITAT VALENCIANA;Instalaciones de telecomunicaciones;14
Mujeres;10 COMUNITAT VALENCIANA;Instalaciones eléctricas y automáticas;20
Mujeres;10 COMUNITAT VALENCIANA;09 ENERGÍA Y AGUA;0
Mujeres;10 COMUNITAT VALENCIANA;Redes y estaciones de tratamiento de agua;0
Mujeres;10 COMUNITAT VALENCIANA;10 FABRICACIÓN MECÁNICA;18
Mujeres;10 COMUNITAT VALENCIANA;Conformado por moldeo de metales y polímeros;1
Mujeres;10 COMUNITAT VALENCIANA;Joyería (LOGSE);8
Mujeres;10 COMUNITAT VALENCIANA;Mecanizado;8
Mujeres;10 COMUNITAT VALENCIANA;Soldadura y calderería;1
Mujeres;10 COMUNITAT VALENCIANA;11 HOSTELERÍA Y TURISMO;163
Mujeres;10 COMUNITAT VALENCIANA;Cocina y gastronomía;132
Mujeres;10 COMUNITAT VALENCIANA;Servicios de restauración;31
Mujeres;10 COMUNITAT VALENCIANA;12 IMAGEN PERSONAL;701
Mujeres;10 COMUNITAT VALENCIANA;Estética y belleza;441
Mujeres;10 COMUNITAT VALENCIANA;Peluquería y cosmética capilar;260
Mujeres;10 COMUNITAT VALENCIANA;13 IMAGEN Y SONIDO;43
Mujeres;10 COMUNITAT VALENCIANA;Vídeo, disc-jockey y sonido;43
Mujeres;10 COMUNITAT VALENCIANA;14 INDUSTRIAS ALIMENTARIAS;78
Mujeres;10 COMUNITAT VALENCIANA;Aceites de oliva y vinos;0
Mujeres;10 COMUNITAT VALENCIANA;Elaboración de productos alimenticios;0
Mujeres;10 COMUNITAT VALENCIANA;Panadería, repostería y confitería;78
Mujeres;10 COMUNITAT VALENCIANA;15 INDUSTRIAS EXTRACTIVAS;0
Mujeres;10 COMUNITAT VALENCIANA;Excavaciones y sondeos;0
Mujeres;10 COMUNITAT VALENCIANA;Piedra natural;0
Mujeres;10 COMUNITAT VALENCIANA;16 INFORMÁTICA Y COMUNICACIONES;112
Mujeres;10 COMUNITAT VALENCIANA;Sistemas microinformáticos y redes;112
Mujeres;10 COMUNITAT VALENCIANA;17 INSTALACIÓN Y MANTENIMIENTO;18
Mujeres;10 COMUNITAT VALENCIANA;Instalaciones de producción de calor;0
Mujeres;10 COMUNITAT VALENCIANA;Instalaciones frigoríficas y de climatización;1
Mujeres;10 COMUNITAT VALENCIANA;Mantenimiento electromecánico;17
Mujeres;10 COMUNITAT VALENCIANA;18 MADERA, MUEBLE Y CORCHO;16
Mujeres;10 COMUNITAT VALENCIANA;Carpintería y mueble;6
Mujeres;10 COMUNITAT VALENCIANA;Instalación y amueblamiento;10
Mujeres;10 COMUNITAT VALENCIANA;19 MARÍTIMO-PESQUERA;2
Mujeres;10 COMUNITAT VALENCIANA;Cultivos acuícolas;0
Mujeres;10 COMUNITAT VALENCIANA;Mantenimiento y control de la maquinaria de buques y embarcaciones;0
Mujeres;10 COMUNITAT VALENCIANA;Navegación y pesca de litoral;0
Mujeres;10 COMUNITAT VALENCIANA;Operaciones subacuáticas y hiperbáricas;2
Mujeres;10 COMUNITAT VALENCIANA;20 QUÍMICA;66
Mujeres;10 COMUNITAT VALENCIANA;Operaciones de laboratorio;63
Mujeres;10 COMUNITAT VALENCIANA;Planta química;3
Mujeres;10 COMUNITAT VALENCIANA;21 SANIDAD;3.12
Mujeres;10 COMUNITAT VALENCIANA;Cuidados auxiliares de enfermería (LOGSE);2.218
Mujeres;10 COMUNITAT VALENCIANA;Emergencias sanitarias;156
Mujeres;10 COMUNITAT VALENCIANA;Farmacia y parafarmacia;746
Mujeres;10 COMUNITAT VALENCIANA;22 SEGURIDAD Y MEDIO AMBIENTE;16
Mujeres;10 COMUNITAT VALENCIANA;Emergencias y protección civil;16
Mujeres;10 COMUNITAT VALENCIANA;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;1.308
Mujeres;10 COMUNITAT VALENCIANA;Atención a personas en situación de dependencia;1.308
Mujeres;10 COMUNITAT VALENCIANA;24 TEXTIL, CONFECCIÓN Y PIEL;63
Mujeres;10 COMUNITAT VALENCIANA;Calzado y complementos de moda;5
Mujeres;10 COMUNITAT VALENCIANA;Confección y moda;54
Mujeres;10 COMUNITAT VALENCIANA;Fabricación y ennoblecimiento de productos textiles;4
Mujeres;10 COMUNITAT VALENCIANA;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;36
Mujeres;10 COMUNITAT VALENCIANA;Carrocería;6
Mujeres;10 COMUNITAT VALENCIANA;Conducción de vehículos de transporte por carretera;1
Mujeres;10 COMUNITAT VALENCIANA;Electromecánica de maquinaria;2
Mujeres;10 COMUNITAT VALENCIANA;Electromecánica de vehículos automóviles;25
Mujeres;10 COMUNITAT VALENCIANA;Mantenimiento de material rodante ferroviario;2
Mujeres;10 COMUNITAT VALENCIANA;Mantenimiento de embarcaciones de recreo;0
Mujeres;10 COMUNITAT VALENCIANA;Mantenimiento de estructuras de madera y mobiliario de embarcaciones;0
Mujeres;10 COMUNITAT VALENCIANA;Montaje de estructuras e instalación de sistemas aeronáuticos;0
Mujeres;10 COMUNITAT VALENCIANA;26 VIDRIO Y CERÁMICA;7
Mujeres;10 COMUNITAT VALENCIANA;Fabricación de productos cerámicos;7
Mujeres;Alicante/Alacant;Total de alumnado que terminó;2.646
Mujeres;Alicante/Alacant;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;46
Mujeres;Alicante/Alacant;Guía en el medio natural y de tiempo libre;46
Mujeres;Alicante/Alacant;Actividades ecuestres;0
Mujeres;Alicante/Alacant;02 ADMINISTRACIÓN Y GESTIÓN;364
Mujeres;Alicante/Alacant;Gestión administrativa;364
Mujeres;Alicante/Alacant;Administración y gestión (n.d.);0
Mujeres;Alicante/Alacant;03 AGRARIA;16
Mujeres;Alicante/Alacant;Aprovechamiento y conservación del medio natural;3
Mujeres;Alicante/Alacant;Jardinería y floristería;12
Mujeres;Alicante/Alacant;Producción agroecológica;1
Mujeres;Alicante/Alacant;Producción agropecuaria;0
Mujeres;Alicante/Alacant;04 ARTES GRÁFICAS;8
Mujeres;Alicante/Alacant;Impresión gráfica;2
Mujeres;Alicante/Alacant;Postimpresión y acabados gráficos;0
Mujeres;Alicante/Alacant;Preimpresión digital;6
Mujeres;Alicante/Alacant;06 COMERCIO Y MARKETING;130
Mujeres;Alicante/Alacant;Actividades comerciales;130
Mujeres;Alicante/Alacant;Comercialización de productos alimentarios;0
Mujeres;Alicante/Alacant;07 EDIFICACIÓN Y OBRA CIVIL;4
Mujeres;Alicante/Alacant;Construcción;0
Mujeres;Alicante/Alacant;Obras de interior, decoración y rehabilitación;4
Mujeres;Alicante/Alacant;08 ELECTRICIDAD Y ELECTRÓNICA;10
Mujeres;Alicante/Alacant;Instalaciones de telecomunicaciones;3
Mujeres;Alicante/Alacant;Instalaciones eléctricas y automáticas;7
Mujeres;Alicante/Alacant;09 ENERGÍA Y AGUA;0
Mujeres;Alicante/Alacant;Redes y estaciones de tratamiento de agua;0
Mujeres;Alicante/Alacant;10 FABRICACIÓN MECÁNICA;4
Mujeres;Alicante/Alacant;Conformado por moldeo de metales y polímeros;0
Mujeres;Alicante/Alacant;Joyería (LOGSE);0
Mujeres;Alicante/Alacant;Mecanizado;4
Mujeres;Alicante/Alacant;Soldadura y calderería;0
Mujeres;Alicante/Alacant;11 HOSTELERÍA Y TURISMO;60
Mujeres;Alicante/Alacant;Cocina y gastronomía;42
Mujeres;Alicante/Alacant;Servicios de restauración;18
Mujeres;Alicante/Alacant;12 IMAGEN PERSONAL;321
Mujeres;Alicante/Alacant;Estética y belleza;195
Mujeres;Alicante/Alacant;Peluquería y cosmética capilar;126
Mujeres;Alicante/Alacant;13 IMAGEN Y SONIDO;7
Mujeres;Alicante/Alacant;Vídeo, disc-jockey y sonido;7
Mujeres;Alicante/Alacant;14 INDUSTRIAS ALIMENTARIAS;35
Mujeres;Alicante/Alacant;Aceites de oliva y vinos;0
Mujeres;Alicante/Alacant;Elaboración de productos alimenticios;0
Mujeres;Alicante/Alacant;Panadería, repostería y confitería;35
Mujeres;Alicante/Alacant;15 INDUSTRIAS EXTRACTIVAS;0
Mujeres;Alicante/Alacant;Excavaciones y sondeos;0
Mujeres;Alicante/Alacant;Piedra natural;0
Mujeres;Alicante/Alacant;16 INFORMÁTICA Y COMUNICACIONES;36
Mujeres;Alicante/Alacant;Sistemas microinformáticos y redes;36
Mujeres;Alicante/Alacant;17 INSTALACIÓN Y MANTENIMIENTO;3
Mujeres;Alicante/Alacant;Instalaciones de producción de calor;0
Mujeres;Alicante/Alacant;Instalaciones frigoríficas y de climatización;1
Mujeres;Alicante/Alacant;Mantenimiento electromecánico;2
Mujeres;Alicante/Alacant;18 MADERA, MUEBLE Y CORCHO;7
Mujeres;Alicante/Alacant;Carpintería y mueble;2
Mujeres;Alicante/Alacant;Instalación y amueblamiento;5
Mujeres;Alicante/Alacant;19 MARÍTIMO-PESQUERA;1
Mujeres;Alicante/Alacant;Cultivos acuícolas;0
Mujeres;Alicante/Alacant;Mantenimiento y control de la maquinaria de buques y embarcaciones;0
Mujeres;Alicante/Alacant;Navegación y pesca de litoral;0
Mujeres;Alicante/Alacant;Operaciones subacuáticas y hiperbáricas;1
Mujeres;Alicante/Alacant;20 QUÍMICA;17
Mujeres;Alicante/Alacant;Operaciones de laboratorio;17
Mujeres;Alicante/Alacant;Planta química;0
Mujeres;Alicante/Alacant;21 SANIDAD;1.107
Mujeres;Alicante/Alacant;Cuidados auxiliares de enfermería (LOGSE);786
Mujeres;Alicante/Alacant;Emergencias sanitarias;50
Mujeres;Alicante/Alacant;Farmacia y parafarmacia;271
Mujeres;Alicante/Alacant;22 SEGURIDAD Y MEDIO AMBIENTE;6
Mujeres;Alicante/Alacant;Emergencias y protección civil;6
Mujeres;Alicante/Alacant;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;428
Mujeres;Alicante/Alacant;Atención a personas en situación de dependencia;428
Mujeres;Alicante/Alacant;24 TEXTIL, CONFECCIÓN Y PIEL;19
Mujeres;Alicante/Alacant;Calzado y complementos de moda;5
Mujeres;Alicante/Alacant;Confección y moda;14
Mujeres;Alicante/Alacant;Fabricación y ennoblecimiento de productos textiles;0
Mujeres;Alicante/Alacant;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;17
Mujeres;Alicante/Alacant;Carrocería;4
Mujeres;Alicante/Alacant;Conducción de vehículos de transporte por carretera;1
Mujeres;Alicante/Alacant;Electromecánica de maquinaria;0
Mujeres;Alicante/Alacant;Electromecánica de vehículos automóviles;12
Mujeres;Alicante/Alacant;Mantenimiento de material rodante ferroviario;0
Mujeres;Alicante/Alacant;Mantenimiento de embarcaciones de recreo;0
Mujeres;Alicante/Alacant;Mantenimiento de estructuras de madera y mobiliario de embarcaciones;0
Mujeres;Alicante/Alacant;Montaje de estructuras e instalación de sistemas aeronáuticos;0
Mujeres;Alicante/Alacant;26 VIDRIO Y CERÁMICA;0
Mujeres;Alicante/Alacant;Fabricación de productos cerámicos;0
Mujeres;Castellón/Castelló;Total de alumnado que terminó;941
Mujeres;Castellón/Castelló;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;13
Mujeres;Castellón/Castelló;Guía en el medio natural y de tiempo libre;13
Mujeres;Castellón/Castelló;Actividades ecuestres;0
Mujeres;Castellón/Castelló;02 ADMINISTRACIÓN Y GESTIÓN;164
Mujeres;Castellón/Castelló;Gestión administrativa;164
Mujeres;Castellón/Castelló;Administración y gestión (n.d.);0
Mujeres;Castellón/Castelló;03 AGRARIA;8
Mujeres;Castellón/Castelló;Aprovechamiento y conservación del medio natural;4
Mujeres;Castellón/Castelló;Jardinería y floristería;0
Mujeres;Castellón/Castelló;Producción agroecológica;4
Mujeres;Castellón/Castelló;Producción agropecuaria;0
Mujeres;Castellón/Castelló;04 ARTES GRÁFICAS;0
Mujeres;Castellón/Castelló;Impresión gráfica;0
Mujeres;Castellón/Castelló;Postimpresión y acabados gráficos;0
Mujeres;Castellón/Castelló;Preimpresión digital;0
Mujeres;Castellón/Castelló;06 COMERCIO Y MARKETING;68
Mujeres;Castellón/Castelló;Actividades comerciales;68
Mujeres;Castellón/Castelló;Comercialización de productos alimentarios;0
Mujeres;Castellón/Castelló;07 EDIFICACIÓN Y OBRA CIVIL;0
Mujeres;Castellón/Castelló;Construcción;0
Mujeres;Castellón/Castelló;Obras de interior, decoración y rehabilitación;0
Mujeres;Castellón/Castelló;08 ELECTRICIDAD Y ELECTRÓNICA;2
Mujeres;Castellón/Castelló;Instalaciones de telecomunicaciones;1
Mujeres;Castellón/Castelló;Instalaciones eléctricas y automáticas;1
Mujeres;Castellón/Castelló;09 ENERGÍA Y AGUA;0
Mujeres;Castellón/Castelló;Redes y estaciones de tratamiento de agua;0
Mujeres;Castellón/Castelló;10 FABRICACIÓN MECÁNICA;0
Mujeres;Castellón/Castelló;Conformado por moldeo de metales y polímeros;0
Mujeres;Castellón/Castelló;Joyería (LOGSE);0
Mujeres;Castellón/Castelló;Mecanizado;0
Mujeres;Castellón/Castelló;Soldadura y calderería;0
Mujeres;Castellón/Castelló;11 HOSTELERÍA Y TURISMO;20
Mujeres;Castellón/Castelló;Cocina y gastronomía;19
Mujeres;Castellón/Castelló;Servicios de restauración;1
Mujeres;Castellón/Castelló;12 IMAGEN PERSONAL;79
Mujeres;Castellón/Castelló;Estética y belleza;62
Mujeres;Castellón/Castelló;Peluquería y cosmética capilar;17
Mujeres;Castellón/Castelló;13 IMAGEN Y SONIDO;2
Mujeres;Castellón/Castelló;Vídeo, disc-jockey y sonido;2
Mujeres;Castellón/Castelló;14 INDUSTRIAS ALIMENTARIAS;7
Mujeres;Castellón/Castelló;Aceites de oliva y vinos;0
Mujeres;Castellón/Castelló;Elaboración de productos alimenticios;0
Mujeres;Castellón/Castelló;Panadería, repostería y confitería;7
Mujeres;Castellón/Castelló;15 INDUSTRIAS EXTRACTIVAS;0
Mujeres;Castellón/Castelló;Excavaciones y sondeos;0
Mujeres;Castellón/Castelló;Piedra natural;0
Mujeres;Castellón/Castelló;16 INFORMÁTICA Y COMUNICACIONES;7
Mujeres;Castellón/Castelló;Sistemas microinformáticos y redes;7
Mujeres;Castellón/Castelló;17 INSTALACIÓN Y MANTENIMIENTO;2
Mujeres;Castellón/Castelló;Instalaciones de producción de calor;0
Mujeres;Castellón/Castelló;Instalaciones frigoríficas y de climatización;0
Mujeres;Castellón/Castelló;Mantenimiento electromecánico;2
Mujeres;Castellón/Castelló;18 MADERA, MUEBLE Y CORCHO;3
Mujeres;Castellón/Castelló;Carpintería y mueble;0
Mujeres;Castellón/Castelló;Instalación y amueblamiento;3
Mujeres;Castellón/Castelló;19 MARÍTIMO-PESQUERA;0
Mujeres;Castellón/Castelló;Cultivos acuícolas;0
Mujeres;Castellón/Castelló;Mantenimiento y control de la maquinaria de buques y embarcaciones;0
Mujeres;Castellón/Castelló;Navegación y pesca de litoral;0
Mujeres;Castellón/Castelló;Operaciones subacuáticas y hiperbáricas;0
Mujeres;Castellón/Castelló;20 QUÍMICA;8
Mujeres;Castellón/Castelló;Operaciones de laboratorio;8
Mujeres;Castellón/Castelló;Planta química;0
Mujeres;Castellón/Castelló;21 SANIDAD;380
Mujeres;Castellón/Castelló;Cuidados auxiliares de enfermería (LOGSE);277
Mujeres;Castellón/Castelló;Emergencias sanitarias;34
Mujeres;Castellón/Castelló;Farmacia y parafarmacia;69
Mujeres;Castellón/Castelló;22 SEGURIDAD Y MEDIO AMBIENTE;4
Mujeres;Castellón/Castelló;Emergencias y protección civil;4
Mujeres;Castellón/Castelló;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;158
Mujeres;Castellón/Castelló;Atención a personas en situación de dependencia;158
Mujeres;Castellón/Castelló;24 TEXTIL, CONFECCIÓN Y PIEL;6
Mujeres;Castellón/Castelló;Calzado y complementos de moda;0
Mujeres;Castellón/Castelló;Confección y moda;6
Mujeres;Castellón/Castelló;Fabricación y ennoblecimiento de productos textiles;0
Mujeres;Castellón/Castelló;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;3
Mujeres;Castellón/Castelló;Carrocería;0
Mujeres;Castellón/Castelló;Conducción de vehículos de transporte por carretera;0
Mujeres;Castellón/Castelló;Electromecánica de maquinaria;0
Mujeres;Castellón/Castelló;Electromecánica de vehículos automóviles;3
Mujeres;Castellón/Castelló;Mantenimiento de material rodante ferroviario;0
Mujeres;Castellón/Castelló;Mantenimiento de embarcaciones de recreo;0
Mujeres;Castellón/Castelló;Mantenimiento de estructuras de madera y mobiliario de embarcaciones;0
Mujeres;Castellón/Castelló;Montaje de estructuras e instalación de sistemas aeronáuticos;0
Mujeres;Castellón/Castelló;26 VIDRIO Y CERÁMICA;7
Mujeres;Castellón/Castelló;Fabricación de productos cerámicos;7
Mujeres;Valencia/València;Total de alumnado que terminó;4.079
Mujeres;Valencia/València;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;130
Mujeres;Valencia/València;Guía en el medio natural y de tiempo libre;130
Mujeres;Valencia/València;Actividades ecuestres;0
Mujeres;Valencia/València;02 ADMINISTRACIÓN Y GESTIÓN;628
Mujeres;Valencia/València;Gestión administrativa;628
Mujeres;Valencia/València;Administración y gestión (n.d.);0
Mujeres;Valencia/València;03 AGRARIA;25
Mujeres;Valencia/València;Aprovechamiento y conservación del medio natural;7
Mujeres;Valencia/València;Jardinería y floristería;8
Mujeres;Valencia/València;Producción agroecológica;10
Mujeres;Valencia/València;Producción agropecuaria;0
Mujeres;Valencia/València;04 ARTES GRÁFICAS;30
Mujeres;Valencia/València;Impresión gráfica;6
Mujeres;Valencia/València;Postimpresión y acabados gráficos;0
Mujeres;Valencia/València;Preimpresión digital;24
Mujeres;Valencia/València;06 COMERCIO Y MARKETING;209
Mujeres;Valencia/València;Actividades comerciales;209
Mujeres;Valencia/València;Comercialización de productos alimentarios;0
Mujeres;Valencia/València;07 EDIFICACIÓN Y OBRA CIVIL;22
Mujeres;Valencia/València;Construcción;0
Mujeres;Valencia/València;Obras de interior, decoración y rehabilitación;22
Mujeres;Valencia/València;08 ELECTRICIDAD Y ELECTRÓNICA;22
Mujeres;Valencia/València;Instalaciones de telecomunicaciones;10
Mujeres;Valencia/València;Instalaciones eléctricas y automáticas;12
Mujeres;Valencia/València;09 ENERGÍA Y AGUA;0
Mujeres;Valencia/València;Redes y estaciones de tratamiento de agua;0
Mujeres;Valencia/València;10 FABRICACIÓN MECÁNICA;14
Mujeres;Valencia/València;Conformado por moldeo de metales y polímeros;1
Mujeres;Valencia/València;Joyería (LOGSE);8
Mujeres;Valencia/València;Mecanizado;4
Mujeres;Valencia/València;Soldadura y calderería;1
Mujeres;Valencia/València;11 HOSTELERÍA Y TURISMO;83
Mujeres;Valencia/València;Cocina y gastronomía;71
Mujeres;Valencia/València;Servicios de restauración;12
Mujeres;Valencia/València;12 IMAGEN PERSONAL;301
Mujeres;Valencia/València;Estética y belleza;184
Mujeres;Valencia/València;Peluquería y cosmética capilar;117
Mujeres;Valencia/València;13 IMAGEN Y SONIDO;34
Mujeres;Valencia/València;Vídeo, disc-jockey y sonido;34
Mujeres;Valencia/València;14 INDUSTRIAS ALIMENTARIAS;36
Mujeres;Valencia/València;Aceites de oliva y vinos;0
Mujeres;Valencia/València;Elaboración de productos alimenticios;0
Mujeres;Valencia/València;Panadería, repostería y confitería;36
Mujeres;Valencia/València;15 INDUSTRIAS EXTRACTIVAS;0
Mujeres;Valencia/València;Excavaciones y sondeos;0
Mujeres;Valencia/València;Piedra natural;0
Mujeres;Valencia/València;16 INFORMÁTICA Y COMUNICACIONES;69
Mujeres;Valencia/València;Sistemas microinformáticos y redes;69
Mujeres;Valencia/València;17 INSTALACIÓN Y MANTENIMIENTO;13
Mujeres;Valencia/València;Instalaciones de producción de calor;0
Mujeres;Valencia/València;Instalaciones frigoríficas y de climatización;0
Mujeres;Valencia/València;Mantenimiento electromecánico;13
Mujeres;Valencia/València;18 MADERA, MUEBLE Y CORCHO;6
Mujeres;Valencia/València;Carpintería y mueble;4
Mujeres;Valencia/València;Instalación y amueblamiento;2
Mujeres;Valencia/València;19 MARÍTIMO-PESQUERA;1
Mujeres;Valencia/València;Cultivos acuícolas;0
Mujeres;Valencia/València;Mantenimiento y control de la maquinaria de buques y embarcaciones;0
Mujeres;Valencia/València;Navegación y pesca de litoral;0
Mujeres;Valencia/València;Operaciones subacuáticas y hiperbáricas;1
Mujeres;Valencia/València;20 QUÍMICA;41
Mujeres;Valencia/València;Operaciones de laboratorio;38
Mujeres;Valencia/València;Planta química;3
Mujeres;Valencia/València;21 SANIDAD;1.633
Mujeres;Valencia/València;Cuidados auxiliares de enfermería (LOGSE);1.155
Mujeres;Valencia/València;Emergencias sanitarias;72
Mujeres;Valencia/València;Farmacia y parafarmacia;406
Mujeres;Valencia/València;22 SEGURIDAD Y MEDIO AMBIENTE;6
Mujeres;Valencia/València;Emergencias y protección civil;6
Mujeres;Valencia/València;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;722
Mujeres;Valencia/València;Atención a personas en situación de dependencia;722
Mujeres;Valencia/València;24 TEXTIL, CONFECCIÓN Y PIEL;38
Mujeres;Valencia/València;Calzado y complementos de moda;0
Mujeres;Valencia/València;Confección y moda;34
Mujeres;Valencia/València;Fabricación y ennoblecimiento de productos textiles;4
Mujeres;Valencia/València;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;16
Mujeres;Valencia/València;Carrocería;2
Mujeres;Valencia/València;Conducción de vehículos de transporte por carretera;0
Mujeres;Valencia/València;Electromecánica de maquinaria;2
Mujeres;Valencia/València;Electromecánica de vehículos automóviles;10
Mujeres;Valencia/València;Mantenimiento de material rodante ferroviario;2
Mujeres;Valencia/València;Mantenimiento de embarcaciones de recreo;0
Mujeres;Valencia/València;Mantenimiento de estructuras de madera y mobiliario de embarcaciones;0
Mujeres;Valencia/València;Montaje de estructuras e instalación de sistemas aeronáuticos;0
Mujeres;Valencia/València;26 VIDRIO Y CERÁMICA;0
Mujeres;Valencia/València;Fabricación de productos cerámicos;0
Mujeres;11 EXTREMADURA;Total de alumnado que terminó;1.294
Mujeres;11 EXTREMADURA;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;42
Mujeres;11 EXTREMADURA;Guía en el medio natural y de tiempo libre;36
Mujeres;11 EXTREMADURA;Actividades ecuestres;6
Mujeres;11 EXTREMADURA;02 ADMINISTRACIÓN Y GESTIÓN;225
Mujeres;11 EXTREMADURA;Gestión administrativa;225
Mujeres;11 EXTREMADURA;Administración y gestión (n.d.);0
Mujeres;11 EXTREMADURA;03 AGRARIA;22
Mujeres;11 EXTREMADURA;Aprovechamiento y conservación del medio natural;3
Mujeres;11 EXTREMADURA;Jardinería y floristería;1
Mujeres;11 EXTREMADURA;Producción agroecológica;3
Mujeres;11 EXTREMADURA;Producción agropecuaria;15
Mujeres;11 EXTREMADURA;04 ARTES GRÁFICAS;12
Mujeres;11 EXTREMADURA;Impresión gráfica;0
Mujeres;11 EXTREMADURA;Postimpresión y acabados gráficos;0
Mujeres;11 EXTREMADURA;Preimpresión digital;12
Mujeres;11 EXTREMADURA;06 COMERCIO Y MARKETING;87
Mujeres;11 EXTREMADURA;Actividades comerciales;87
Mujeres;11 EXTREMADURA;Comercialización de productos alimentarios;0
Mujeres;11 EXTREMADURA;07 EDIFICACIÓN Y OBRA CIVIL;3
Mujeres;11 EXTREMADURA;Construcción;0
Mujeres;11 EXTREMADURA;Obras de interior, decoración y rehabilitación;3
Mujeres;11 EXTREMADURA;08 ELECTRICIDAD Y ELECTRÓNICA;6
Mujeres;11 EXTREMADURA;Instalaciones de telecomunicaciones;3
Mujeres;11 EXTREMADURA;Instalaciones eléctricas y automáticas;3
Mujeres;11 EXTREMADURA;09 ENERGÍA Y AGUA;0
Mujeres;11 EXTREMADURA;Redes y estaciones de tratamiento de agua;0
Mujeres;11 EXTREMADURA;10 FABRICACIÓN MECÁNICA;1
Mujeres;11 EXTREMADURA;Conformado por moldeo de metales y polímeros;0
Mujeres;11 EXTREMADURA;Joyería (LOGSE);0
Mujeres;11 EXTREMADURA;Mecanizado;1
Mujeres;11 EXTREMADURA;Soldadura y calderería;0
Mujeres;11 EXTREMADURA;11 HOSTELERÍA Y TURISMO;38
Mujeres;11 EXTREMADURA;Cocina y gastronomía;19
Mujeres;11 EXTREMADURA;Servicios de restauración;19
Mujeres;11 EXTREMADURA;12 IMAGEN PERSONAL;143
Mujeres;11 EXTREMADURA;Estética y belleza;73
Mujeres;11 EXTREMADURA;Peluquería y cosmética capilar;70
Mujeres;11 EXTREMADURA;13 IMAGEN Y SONIDO;0
Mujeres;11 EXTREMADURA;Vídeo, disc-jockey y sonido;0
Mujeres;11 EXTREMADURA;14 INDUSTRIAS ALIMENTARIAS;15
Mujeres;11 EXTREMADURA;Aceites de oliva y vinos;2
Mujeres;11 EXTREMADURA;Elaboración de productos alimenticios;4
Mujeres;11 EXTREMADURA;Panadería, repostería y confitería;9
Mujeres;11 EXTREMADURA;15 INDUSTRIAS EXTRACTIVAS;0
Mujeres;11 EXTREMADURA;Excavaciones y sondeos;0
Mujeres;11 EXTREMADURA;Piedra natural;0
Mujeres;11 EXTREMADURA;16 INFORMÁTICA Y COMUNICACIONES;16
Mujeres;11 EXTREMADURA;Sistemas microinformáticos y redes;16
Mujeres;11 EXTREMADURA;17 INSTALACIÓN Y MANTENIMIENTO;0
Mujeres;11 EXTREMADURA;Instalaciones de producción de calor;0
Mujeres;11 EXTREMADURA;Instalaciones frigoríficas y de climatización;0
Mujeres;11 EXTREMADURA;Mantenimiento electromecánico;0
Mujeres;11 EXTREMADURA;18 MADERA, MUEBLE Y CORCHO;0
Mujeres;11 EXTREMADURA;Carpintería y mueble;0
Mujeres;11 EXTREMADURA;Instalación y amueblamiento;0
Mujeres;11 EXTREMADURA;19 MARÍTIMO-PESQUERA;0
Mujeres;11 EXTREMADURA;Cultivos acuícolas;0
Mujeres;11 EXTREMADURA;Mantenimiento y control de la maquinaria de buques y embarcaciones;0
Mujeres;11 EXTREMADURA;Navegación y pesca de litoral;0
Mujeres;11 EXTREMADURA;Operaciones subacuáticas y hiperbáricas;0
Mujeres;11 EXTREMADURA;20 QUÍMICA;3
Mujeres;11 EXTREMADURA;Operaciones de laboratorio;3
Mujeres;11 EXTREMADURA;Planta química;0
Mujeres;11 EXTREMADURA;21 SANIDAD;511
Mujeres;11 EXTREMADURA;Cuidados auxiliares de enfermería (LOGSE);407
Mujeres;11 EXTREMADURA;Emergencias sanitarias;12
Mujeres;11 EXTREMADURA;Farmacia y parafarmacia;92
Mujeres;11 EXTREMADURA;22 SEGURIDAD Y MEDIO AMBIENTE;0
