Sexo;Comunidad autónoma/provincia (1);Ciclo formativo (2);Total
Mujeres;Salamanca;Transporte marítimo y pesca de altura;0
Mujeres;Salamanca;20 QUÍMICA;16
Mujeres;Salamanca;Fabricación de Productos Farmaceuticos;0
Mujeres;Salamanca;Laboratorio de análisis y de control de calidad;16
Mujeres;Salamanca;Química industrial;0
Mujeres;Salamanca;21 SANIDAD;64
Mujeres;Salamanca;Anatomía patológica y citodiagnostico;0
Mujeres;Salamanca;Audiología protésica;0
Mujeres;Salamanca;Dietética (LOGSE);5
Mujeres;Salamanca;Documentación y administración sanitaria;0
Mujeres;Salamanca;Higiene bucodental;17
Mujeres;Salamanca;Imagen para el diagnóstico y medicina nuclear;18
Mujeres;Salamanca;Laboratorio clinico y biomédico;9
Mujeres;Salamanca;Ortoprótesis y productos de apoyo;0
Mujeres;Salamanca;Prótesis dentales;15
Mujeres;Salamanca;Radioterampia y dosimetría;0
Mujeres;Salamanca;22 SEGURIDAD Y MEDIO AMBIENTE;13
Mujeres;Salamanca;Coordinación de emergencias y protección civil;0
Mujeres;Salamanca;Educación y control ambiental;0
Mujeres;Salamanca;Prevención de riesgos profesionales (LOGSE);3
Mujeres;Salamanca;Química y salud ambiental;10
Mujeres;Salamanca;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;107
Mujeres;Salamanca;Animación sociocultural y turística;14
Mujeres;Salamanca;Educación infantil;53
Mujeres;Salamanca;Integración social;30
Mujeres;Salamanca;Mediación comunicativa;10
Mujeres;Salamanca;Promoción de igualdad de género;0
Mujeres;Salamanca;24 TEXTIL, CONFECCIÓN Y PIEL;8
Mujeres;Salamanca;Diseño y producción de calzado y complementos;0
Mujeres;Salamanca;Patronaje y moda;8
Mujeres;Salamanca;Vestuario a medida y de espectáculos;0
Mujeres;Salamanca;Diseño Técnico en Textil y Piel;0
Mujeres;Salamanca;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;1
Mujeres;Salamanca;Automoción;1
Mujeres;Salamanca;Mantenimiento Aeromecánico de Aviones con Motor de Turbina;0
Mujeres;Salamanca;Mantenimiento de Sistemas Electrónicos y Aviónicos en Aeronaves;0
Mujeres;Salamanca;Mantenimiento Aeromecánico de Helicópteros con Motor de Pistón;0
Mujeres;Salamanca;Mantenimiento Aeromecánico de Helicópteros con Motor de Turbina;0
Mujeres;Salamanca;26 VIDRIO Y CERÁMICA;0
Mujeres;Salamanca;Desarrollo y fabricación de productos cerámicos;0
Mujeres;Segovia;00 TOTAL;119
Mujeres;Segovia;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;9
Mujeres;Segovia;Enseñanza y animación sociodeportiva;9
Mujeres;Segovia;Acondicionamiento físico;0
Mujeres;Segovia;02 ADMINISTRACIÓN Y GESTIÓN;21
Mujeres;Segovia;Administración y finanzas;13
Mujeres;Segovia;Asistencia a la dirección;8
Mujeres;Segovia;03 AGRARIA;3
Mujeres;Segovia;Ganadería y asistencia en sanidad animal;0
Mujeres;Segovia;Gestión forestal y del medio natural;3
Mujeres;Segovia;Paisajismo y medio rural;0
Mujeres;Segovia;04 ARTES GRÁFICAS;0
Mujeres;Segovia;Diseño y edición de publicaciones impresas y multimedia;0
Mujeres;Segovia;Diseño y gestión de la producción gráfica;0
Mujeres;Segovia;05 ARTES Y ARTESANÍAS;0
Mujeres;Segovia;Artista fallero y construcción de escenografías;0
Mujeres;Segovia;06 COMERCIO Y MARKETING;21
Mujeres;Segovia;Comercio internacional;5
Mujeres;Segovia;Gestión de ventas y espacios comerciales;0
Mujeres;Segovia;Marketing y publicidad;16
Mujeres;Segovia;Transporte y logística;0
Mujeres;Segovia;07 EDIFICACIÓN Y OBRA CIVIL;3
Mujeres;Segovia;Organización y control de obras de construcción;0
Mujeres;Segovia;Proyectos de edificación;3
Mujeres;Segovia;Proyectos de obra civil;0
Mujeres;Segovia;08 ELECTRICIDAD Y ELECTRÓNICA;0
Mujeres;Segovia;Automatización y robótica industrial;0
Mujeres;Segovia;Electromedicina clínica;0
Mujeres;Segovia;Mantenimiento electrónico;0
Mujeres;Segovia;Sistemas de telecomunicaciones e informáticos;0
Mujeres;Segovia;Sistemas electrotécnicos y automatizados;0
Mujeres;Segovia;09 ENERGÍA Y AGUA;0
Mujeres;Segovia;Eficiencia energética y energía solar térmica;0
Mujeres;Segovia;Energías renovables;0
Mujeres;Segovia;Centrales eléctricas;0
Mujeres;Segovia;Gestión de agua;0
Mujeres;Segovia;10 FABRICACIÓN MECÁNICA;0
Mujeres;Segovia;Construcciones metálicas;0
Mujeres;Segovia;Diseño en fabricación mecánica;0
Mujeres;Segovia;Óptica de anteojería (LOGSE);0
Mujeres;Segovia;Programación de la producción en fabricación mecánica;0
Mujeres;Segovia;Programación de la producción en moldeo de metales y polímeros;0
Mujeres;Segovia;11 HOSTELERÍA Y TURISMO;3
Mujeres;Segovia;Agencias de viajes y gestión de eventos;0
Mujeres;Segovia;Dirección de cocina;0
Mujeres;Segovia;Dirección de servicios de restauración;0
Mujeres;Segovia;Gestión de alojamientos turísticos;0
Mujeres;Segovia;Guía, información y asistencias turísticas;3
Mujeres;Segovia;12 IMAGEN PERSONAL;5
Mujeres;Segovia;Asesoría de imagen personal y corporativa;0
Mujeres;Segovia;Caracterización y maquillaje profesional;0
Mujeres;Segovia;Estética integral y bienestar;5
Mujeres;Segovia;Estilismo y dirección de peluquería;0
Mujeres;Segovia;Termalismo y bienestar;0
Mujeres;Segovia;13 IMAGEN Y SONIDO;0
Mujeres;Segovia;Animaciones 3D, juegos y entornos interactivos;0
Mujeres;Segovia;Iluminación, captación y tratamiento de Imagen;0
Mujeres;Segovia;Producción de audiovisuales y espectáculos;0
Mujeres;Segovia;Realización de proyectos de audiovisuales y espectáculos;0
Mujeres;Segovia;Sonido para audiovisuales y espectáculos;0
Mujeres;Segovia;Imagen y sonido sin distribuir (para centros extranjeros);0
Mujeres;Segovia;14 INDUSTRIAS ALIMENTARIAS;0
Mujeres;Segovia;Procesos y calidad en la industria alimentaria;0
Mujeres;Segovia;Vitivinicultura;0
Mujeres;Segovia;16 INFORMÁTICA Y COMUNICACIONES;3
Mujeres;Segovia;Administración de sistemas informáticos en red;2
Mujeres;Segovia;Desarrollo de aplicaciones multiplataforma;0
Mujeres;Segovia;Desarrollo de aplicaciones web;1
Mujeres;Segovia;Informatica y comunicaciones sin distribuir (para centros extranjeros);0
Mujeres;Segovia;17 INSTALACIÓN Y MANTENIMIENTO;7
Mujeres;Segovia;Desarrollo de proyectos de instalaciones térmicas y de fluidos;0
Mujeres;Segovia;Mantenimiento de instalaciones térmicas y de fluidos;0
Mujeres;Segovia;Mecatrónica industrial;7
Mujeres;Segovia;18 MADERA, MUEBLE Y CORCHO;0
Mujeres;Segovia;Diseño y amueblamiento;0
Mujeres;Segovia;19 MARÍTIMO-PESQUERA;0
Mujeres;Segovia;Acuicultura;0
Mujeres;Segovia;Organización del mantenimiento de maquinaria de buques y embarcaciones;0
Mujeres;Segovia;Transporte marítimo y pesca de altura;0
Mujeres;Segovia;20 QUÍMICA;0
Mujeres;Segovia;Fabricación de Productos Farmaceuticos;0
Mujeres;Segovia;Laboratorio de análisis y de control de calidad;0
Mujeres;Segovia;Química industrial;0
Mujeres;Segovia;21 SANIDAD;21
Mujeres;Segovia;Anatomía patológica y citodiagnostico;0
Mujeres;Segovia;Audiología protésica;0
Mujeres;Segovia;Dietética (LOGSE);0
Mujeres;Segovia;Documentación y administración sanitaria;0
Mujeres;Segovia;Higiene bucodental;0
Mujeres;Segovia;Imagen para el diagnóstico y medicina nuclear;0
Mujeres;Segovia;Laboratorio clinico y biomédico;21
Mujeres;Segovia;Ortoprótesis y productos de apoyo;0
Mujeres;Segovia;Prótesis dentales;0
Mujeres;Segovia;Radioterampia y dosimetría;0
Mujeres;Segovia;22 SEGURIDAD Y MEDIO AMBIENTE;0
Mujeres;Segovia;Coordinación de emergencias y protección civil;0
Mujeres;Segovia;Educación y control ambiental;0
Mujeres;Segovia;Prevención de riesgos profesionales (LOGSE);0
Mujeres;Segovia;Química y salud ambiental;0
Mujeres;Segovia;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;23
Mujeres;Segovia;Animación sociocultural y turística;0
Mujeres;Segovia;Educación infantil;23
Mujeres;Segovia;Integración social;0
Mujeres;Segovia;Mediación comunicativa;0
Mujeres;Segovia;Promoción de igualdad de género;0
Mujeres;Segovia;24 TEXTIL, CONFECCIÓN Y PIEL;0
Mujeres;Segovia;Diseño y producción de calzado y complementos;0
Mujeres;Segovia;Patronaje y moda;0
Mujeres;Segovia;Vestuario a medida y de espectáculos;0
Mujeres;Segovia;Diseño Técnico en Textil y Piel;0
Mujeres;Segovia;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;0
Mujeres;Segovia;Automoción;0
Mujeres;Segovia;Mantenimiento Aeromecánico de Aviones con Motor de Turbina;0
Mujeres;Segovia;Mantenimiento de Sistemas Electrónicos y Aviónicos en Aeronaves;0
Mujeres;Segovia;Mantenimiento Aeromecánico de Helicópteros con Motor de Pistón;0
Mujeres;Segovia;Mantenimiento Aeromecánico de Helicópteros con Motor de Turbina;0
Mujeres;Segovia;26 VIDRIO Y CERÁMICA;0
Mujeres;Segovia;Desarrollo y fabricación de productos cerámicos;0
Mujeres;Soria;00 TOTAL;80
Mujeres;Soria;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;3
Mujeres;Soria;Enseñanza y animación sociodeportiva;3
Mujeres;Soria;Acondicionamiento físico;0
Mujeres;Soria;02 ADMINISTRACIÓN Y GESTIÓN;5
Mujeres;Soria;Administración y finanzas;5
Mujeres;Soria;Asistencia a la dirección;0
Mujeres;Soria;03 AGRARIA;3
Mujeres;Soria;Ganadería y asistencia en sanidad animal;0
Mujeres;Soria;Gestión forestal y del medio natural;3
Mujeres;Soria;Paisajismo y medio rural;0
Mujeres;Soria;04 ARTES GRÁFICAS;0
Mujeres;Soria;Diseño y edición de publicaciones impresas y multimedia;0
Mujeres;Soria;Diseño y gestión de la producción gráfica;0
Mujeres;Soria;05 ARTES Y ARTESANÍAS;0
Mujeres;Soria;Artista fallero y construcción de escenografías;0
Mujeres;Soria;06 COMERCIO Y MARKETING;9
Mujeres;Soria;Comercio internacional;3
Mujeres;Soria;Gestión de ventas y espacios comerciales;0
Mujeres;Soria;Marketing y publicidad;0
Mujeres;Soria;Transporte y logística;6
Mujeres;Soria;07 EDIFICACIÓN Y OBRA CIVIL;0
Mujeres;Soria;Organización y control de obras de construcción;0
Mujeres;Soria;Proyectos de edificación;0
Mujeres;Soria;Proyectos de obra civil;0
Mujeres;Soria;08 ELECTRICIDAD Y ELECTRÓNICA;1
Mujeres;Soria;Automatización y robótica industrial;0
Mujeres;Soria;Electromedicina clínica;0
Mujeres;Soria;Mantenimiento electrónico;0
Mujeres;Soria;Sistemas de telecomunicaciones e informáticos;1
Mujeres;Soria;Sistemas electrotécnicos y automatizados;0
Mujeres;Soria;09 ENERGÍA Y AGUA;0
Mujeres;Soria;Eficiencia energética y energía solar térmica;0
Mujeres;Soria;Energías renovables;0
Mujeres;Soria;Centrales eléctricas;0
Mujeres;Soria;Gestión de agua;0
Mujeres;Soria;10 FABRICACIÓN MECÁNICA;0
Mujeres;Soria;Construcciones metálicas;0
Mujeres;Soria;Diseño en fabricación mecánica;0
Mujeres;Soria;Óptica de anteojería (LOGSE);0
Mujeres;Soria;Programación de la producción en fabricación mecánica;0
Mujeres;Soria;Programación de la producción en moldeo de metales y polímeros;0
Mujeres;Soria;11 HOSTELERÍA Y TURISMO;10
Mujeres;Soria;Agencias de viajes y gestión de eventos;0
Mujeres;Soria;Dirección de cocina;3
Mujeres;Soria;Dirección de servicios de restauración;0
Mujeres;Soria;Gestión de alojamientos turísticos;4
Mujeres;Soria;Guía, información y asistencias turísticas;3
Mujeres;Soria;12 IMAGEN PERSONAL;0
Mujeres;Soria;Asesoría de imagen personal y corporativa;0
Mujeres;Soria;Caracterización y maquillaje profesional;0
Mujeres;Soria;Estética integral y bienestar;0
Mujeres;Soria;Estilismo y dirección de peluquería;0
Mujeres;Soria;Termalismo y bienestar;0
Mujeres;Soria;13 IMAGEN Y SONIDO;0
Mujeres;Soria;Animaciones 3D, juegos y entornos interactivos;0
Mujeres;Soria;Iluminación, captación y tratamiento de Imagen;0
Mujeres;Soria;Producción de audiovisuales y espectáculos;0
Mujeres;Soria;Realización de proyectos de audiovisuales y espectáculos;0
Mujeres;Soria;Sonido para audiovisuales y espectáculos;0
Mujeres;Soria;Imagen y sonido sin distribuir (para centros extranjeros);0
Mujeres;Soria;14 INDUSTRIAS ALIMENTARIAS;0
Mujeres;Soria;Procesos y calidad en la industria alimentaria;0
Mujeres;Soria;Vitivinicultura;0
Mujeres;Soria;16 INFORMÁTICA Y COMUNICACIONES;1
Mujeres;Soria;Administración de sistemas informáticos en red;0
Mujeres;Soria;Desarrollo de aplicaciones multiplataforma;0
Mujeres;Soria;Desarrollo de aplicaciones web;1
Mujeres;Soria;Informatica y comunicaciones sin distribuir (para centros extranjeros);0
Mujeres;Soria;17 INSTALACIÓN Y MANTENIMIENTO;0
Mujeres;Soria;Desarrollo de proyectos de instalaciones térmicas y de fluidos;0
Mujeres;Soria;Mantenimiento de instalaciones térmicas y de fluidos;0
Mujeres;Soria;Mecatrónica industrial;0
Mujeres;Soria;18 MADERA, MUEBLE Y CORCHO;2
Mujeres;Soria;Diseño y amueblamiento;2
Mujeres;Soria;19 MARÍTIMO-PESQUERA;0
Mujeres;Soria;Acuicultura;0
Mujeres;Soria;Organización del mantenimiento de maquinaria de buques y embarcaciones;0
Mujeres;Soria;Transporte marítimo y pesca de altura;0
Mujeres;Soria;20 QUÍMICA;0
Mujeres;Soria;Fabricación de Productos Farmaceuticos;0
Mujeres;Soria;Laboratorio de análisis y de control de calidad;0
Mujeres;Soria;Química industrial;0
Mujeres;Soria;21 SANIDAD;19
Mujeres;Soria;Anatomía patológica y citodiagnostico;0
Mujeres;Soria;Audiología protésica;0
Mujeres;Soria;Dietética (LOGSE);0
Mujeres;Soria;Documentación y administración sanitaria;0
Mujeres;Soria;Higiene bucodental;0
Mujeres;Soria;Imagen para el diagnóstico y medicina nuclear;0
Mujeres;Soria;Laboratorio clinico y biomédico;19
Mujeres;Soria;Ortoprótesis y productos de apoyo;0
Mujeres;Soria;Prótesis dentales;0
Mujeres;Soria;Radioterampia y dosimetría;0
Mujeres;Soria;22 SEGURIDAD Y MEDIO AMBIENTE;0
Mujeres;Soria;Coordinación de emergencias y protección civil;0
Mujeres;Soria;Educación y control ambiental;0
Mujeres;Soria;Prevención de riesgos profesionales (LOGSE);0
Mujeres;Soria;Química y salud ambiental;0
Mujeres;Soria;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;26
Mujeres;Soria;Animación sociocultural y turística;0
Mujeres;Soria;Educación infantil;26
Mujeres;Soria;Integración social;0
Mujeres;Soria;Mediación comunicativa;0
Mujeres;Soria;Promoción de igualdad de género;0
Mujeres;Soria;24 TEXTIL, CONFECCIÓN Y PIEL;0
Mujeres;Soria;Diseño y producción de calzado y complementos;0
Mujeres;Soria;Patronaje y moda;0
Mujeres;Soria;Vestuario a medida y de espectáculos;0
Mujeres;Soria;Diseño Técnico en Textil y Piel;0
Mujeres;Soria;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;1
Mujeres;Soria;Automoción;1
Mujeres;Soria;Mantenimiento Aeromecánico de Aviones con Motor de Turbina;0
Mujeres;Soria;Mantenimiento de Sistemas Electrónicos y Aviónicos en Aeronaves;0
Mujeres;Soria;Mantenimiento Aeromecánico de Helicópteros con Motor de Pistón;0
Mujeres;Soria;Mantenimiento Aeromecánico de Helicópteros con Motor de Turbina;0
Mujeres;Soria;26 VIDRIO Y CERÁMICA;0
Mujeres;Soria;Desarrollo y fabricación de productos cerámicos;0
Mujeres;Valladolid;00 TOTAL;602
Mujeres;Valladolid;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;20
Mujeres;Valladolid;Enseñanza y animación sociodeportiva;18
Mujeres;Valladolid;Acondicionamiento físico;2
Mujeres;Valladolid;02 ADMINISTRACIÓN Y GESTIÓN;100
Mujeres;Valladolid;Administración y finanzas;82
Mujeres;Valladolid;Asistencia a la dirección;18
Mujeres;Valladolid;03 AGRARIA;1
Mujeres;Valladolid;Ganadería y asistencia en sanidad animal;0
Mujeres;Valladolid;Gestión forestal y del medio natural;0
Mujeres;Valladolid;Paisajismo y medio rural;1
Mujeres;Valladolid;04 ARTES GRÁFICAS;0
Mujeres;Valladolid;Diseño y edición de publicaciones impresas y multimedia;0
Mujeres;Valladolid;Diseño y gestión de la producción gráfica;0
Mujeres;Valladolid;05 ARTES Y ARTESANÍAS;0
Mujeres;Valladolid;Artista fallero y construcción de escenografías;0
Mujeres;Valladolid;06 COMERCIO Y MARKETING;30
Mujeres;Valladolid;Comercio internacional;10
Mujeres;Valladolid;Gestión de ventas y espacios comerciales;11
Mujeres;Valladolid;Marketing y publicidad;3
Mujeres;Valladolid;Transporte y logística;6
Mujeres;Valladolid;07 EDIFICACIÓN Y OBRA CIVIL;4
Mujeres;Valladolid;Organización y control de obras de construcción;0
Mujeres;Valladolid;Proyectos de edificación;4
Mujeres;Valladolid;Proyectos de obra civil;0
Mujeres;Valladolid;08 ELECTRICIDAD Y ELECTRÓNICA;10
Mujeres;Valladolid;Automatización y robótica industrial;6
Mujeres;Valladolid;Electromedicina clínica;0
Mujeres;Valladolid;Mantenimiento electrónico;1
Mujeres;Valladolid;Sistemas de telecomunicaciones e informáticos;0
Mujeres;Valladolid;Sistemas electrotécnicos y automatizados;3
Mujeres;Valladolid;09 ENERGÍA Y AGUA;0
Mujeres;Valladolid;Eficiencia energética y energía solar térmica;0
Mujeres;Valladolid;Energías renovables;0
Mujeres;Valladolid;Centrales eléctricas;0
Mujeres;Valladolid;Gestión de agua;0
Mujeres;Valladolid;10 FABRICACIÓN MECÁNICA;4
Mujeres;Valladolid;Construcciones metálicas;0
Mujeres;Valladolid;Diseño en fabricación mecánica;2
Mujeres;Valladolid;Óptica de anteojería (LOGSE);0
Mujeres;Valladolid;Programación de la producción en fabricación mecánica;2
Mujeres;Valladolid;Programación de la producción en moldeo de metales y polímeros;0
Mujeres;Valladolid;11 HOSTELERÍA Y TURISMO;31
Mujeres;Valladolid;Agencias de viajes y gestión de eventos;10
Mujeres;Valladolid;Dirección de cocina;6
Mujeres;Valladolid;Dirección de servicios de restauración;2
Mujeres;Valladolid;Gestión de alojamientos turísticos;0
Mujeres;Valladolid;Guía, información y asistencias turísticas;13
Mujeres;Valladolid;12 IMAGEN PERSONAL;28
Mujeres;Valladolid;Asesoría de imagen personal y corporativa;8
Mujeres;Valladolid;Caracterización y maquillaje profesional;6
Mujeres;Valladolid;Estética integral y bienestar;14
Mujeres;Valladolid;Estilismo y dirección de peluquería;0
Mujeres;Valladolid;Termalismo y bienestar;0
Mujeres;Valladolid;13 IMAGEN Y SONIDO;32
Mujeres;Valladolid;Animaciones 3D, juegos y entornos interactivos;5
Mujeres;Valladolid;Iluminación, captación y tratamiento de Imagen;18
Mujeres;Valladolid;Producción de audiovisuales y espectáculos;0
Mujeres;Valladolid;Realización de proyectos de audiovisuales y espectáculos;9
Mujeres;Valladolid;Sonido para audiovisuales y espectáculos;0
Mujeres;Valladolid;Imagen y sonido sin distribuir (para centros extranjeros);0
Mujeres;Valladolid;14 INDUSTRIAS ALIMENTARIAS;5
Mujeres;Valladolid;Procesos y calidad en la industria alimentaria;0
Mujeres;Valladolid;Vitivinicultura;5
Mujeres;Valladolid;16 INFORMÁTICA Y COMUNICACIONES;13
Mujeres;Valladolid;Administración de sistemas informáticos en red;7
Mujeres;Valladolid;Desarrollo de aplicaciones multiplataforma;2
Mujeres;Valladolid;Desarrollo de aplicaciones web;4
Mujeres;Valladolid;Informatica y comunicaciones sin distribuir (para centros extranjeros);0
Mujeres;Valladolid;17 INSTALACIÓN Y MANTENIMIENTO;4
Mujeres;Valladolid;Desarrollo de proyectos de instalaciones térmicas y de fluidos;0
Mujeres;Valladolid;Mantenimiento de instalaciones térmicas y de fluidos;0
Mujeres;Valladolid;Mecatrónica industrial;4
Mujeres;Valladolid;18 MADERA, MUEBLE Y CORCHO;0
Mujeres;Valladolid;Diseño y amueblamiento;0
Mujeres;Valladolid;19 MARÍTIMO-PESQUERA;0
Mujeres;Valladolid;Acuicultura;0
Mujeres;Valladolid;Organización del mantenimiento de maquinaria de buques y embarcaciones;0
Mujeres;Valladolid;Transporte marítimo y pesca de altura;0
Mujeres;Valladolid;20 QUÍMICA;12
Mujeres;Valladolid;Fabricación de Productos Farmaceuticos;8
Mujeres;Valladolid;Laboratorio de análisis y de control de calidad;4
Mujeres;Valladolid;Química industrial;0
Mujeres;Valladolid;21 SANIDAD;133
Mujeres;Valladolid;Anatomía patológica y citodiagnostico;8
Mujeres;Valladolid;Audiología protésica;15
Mujeres;Valladolid;Dietética (LOGSE);27
Mujeres;Valladolid;Documentación y administración sanitaria;0
Mujeres;Valladolid;Higiene bucodental;23
Mujeres;Valladolid;Imagen para el diagnóstico y medicina nuclear;6
Mujeres;Valladolid;Laboratorio clinico y biomédico;45
Mujeres;Valladolid;Ortoprótesis y productos de apoyo;0
Mujeres;Valladolid;Prótesis dentales;8
Mujeres;Valladolid;Radioterampia y dosimetría;1
Mujeres;Valladolid;22 SEGURIDAD Y MEDIO AMBIENTE;4
Mujeres;Valladolid;Coordinación de emergencias y protección civil;0
Mujeres;Valladolid;Educación y control ambiental;0
Mujeres;Valladolid;Prevención de riesgos profesionales (LOGSE);0
Mujeres;Valladolid;Química y salud ambiental;4
Mujeres;Valladolid;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;154
Mujeres;Valladolid;Animación sociocultural y turística;5
Mujeres;Valladolid;Educación infantil;80
Mujeres;Valladolid;Integración social;53
Mujeres;Valladolid;Mediación comunicativa;10
Mujeres;Valladolid;Promoción de igualdad de género;6
Mujeres;Valladolid;24 TEXTIL, CONFECCIÓN Y PIEL;16
Mujeres;Valladolid;Diseño y producción de calzado y complementos;0
Mujeres;Valladolid;Patronaje y moda;16
Mujeres;Valladolid;Vestuario a medida y de espectáculos;0
Mujeres;Valladolid;Diseño Técnico en Textil y Piel;0
Mujeres;Valladolid;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;1
Mujeres;Valladolid;Automoción;1
Mujeres;Valladolid;Mantenimiento Aeromecánico de Aviones con Motor de Turbina;0
Mujeres;Valladolid;Mantenimiento de Sistemas Electrónicos y Aviónicos en Aeronaves;0
Mujeres;Valladolid;Mantenimiento Aeromecánico de Helicópteros con Motor de Pistón;0
Mujeres;Valladolid;Mantenimiento Aeromecánico de Helicópteros con Motor de Turbina;0
Mujeres;Valladolid;26 VIDRIO Y CERÁMICA;0
Mujeres;Valladolid;Desarrollo y fabricación de productos cerámicos;0
Mujeres;Zamora;00 TOTAL;115
Mujeres;Zamora;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;6
Mujeres;Zamora;Enseñanza y animación sociodeportiva;6
Mujeres;Zamora;Acondicionamiento físico;0
Mujeres;Zamora;02 ADMINISTRACIÓN Y GESTIÓN;23
Mujeres;Zamora;Administración y finanzas;19
Mujeres;Zamora;Asistencia a la dirección;4
Mujeres;Zamora;03 AGRARIA;4
Mujeres;Zamora;Ganadería y asistencia en sanidad animal;0
Mujeres;Zamora;Gestión forestal y del medio natural;4
Mujeres;Zamora;Paisajismo y medio rural;0
Mujeres;Zamora;04 ARTES GRÁFICAS;0
Mujeres;Zamora;Diseño y edición de publicaciones impresas y multimedia;0
Mujeres;Zamora;Diseño y gestión de la producción gráfica;0
Mujeres;Zamora;05 ARTES Y ARTESANÍAS;0
Mujeres;Zamora;Artista fallero y construcción de escenografías;0
Mujeres;Zamora;06 COMERCIO Y MARKETING;11
Mujeres;Zamora;Comercio internacional;0
Mujeres;Zamora;Gestión de ventas y espacios comerciales;0
Mujeres;Zamora;Marketing y publicidad;6
Mujeres;Zamora;Transporte y logística;5
Mujeres;Zamora;07 EDIFICACIÓN Y OBRA CIVIL;2
Mujeres;Zamora;Organización y control de obras de construcción;0
Mujeres;Zamora;Proyectos de edificación;2
Mujeres;Zamora;Proyectos de obra civil;0
Mujeres;Zamora;08 ELECTRICIDAD Y ELECTRÓNICA;2
Mujeres;Zamora;Automatización y robótica industrial;0
Mujeres;Zamora;Electromedicina clínica;0
Mujeres;Zamora;Mantenimiento electrónico;2
Mujeres;Zamora;Sistemas de telecomunicaciones e informáticos;0
Mujeres;Zamora;Sistemas electrotécnicos y automatizados;0
Mujeres;Zamora;09 ENERGÍA Y AGUA;0
Mujeres;Zamora;Eficiencia energética y energía solar térmica;0
Mujeres;Zamora;Energías renovables;0
Mujeres;Zamora;Centrales eléctricas;0
Mujeres;Zamora;Gestión de agua;0
Mujeres;Zamora;10 FABRICACIÓN MECÁNICA;0
Mujeres;Zamora;Construcciones metálicas;0
Mujeres;Zamora;Diseño en fabricación mecánica;0
Mujeres;Zamora;Óptica de anteojería (LOGSE);0
Mujeres;Zamora;Programación de la producción en fabricación mecánica;0
Mujeres;Zamora;Programación de la producción en moldeo de metales y polímeros;0
Mujeres;Zamora;11 HOSTELERÍA Y TURISMO;11
Mujeres;Zamora;Agencias de viajes y gestión de eventos;0
Mujeres;Zamora;Dirección de cocina;5
Mujeres;Zamora;Dirección de servicios de restauración;0
Mujeres;Zamora;Gestión de alojamientos turísticos;6
Mujeres;Zamora;Guía, información y asistencias turísticas;0
Mujeres;Zamora;12 IMAGEN PERSONAL;12
Mujeres;Zamora;Asesoría de imagen personal y corporativa;0
Mujeres;Zamora;Caracterización y maquillaje profesional;0
Mujeres;Zamora;Estética integral y bienestar;12
Mujeres;Zamora;Estilismo y dirección de peluquería;0
Mujeres;Zamora;Termalismo y bienestar;0
Mujeres;Zamora;13 IMAGEN Y SONIDO;7
Mujeres;Zamora;Animaciones 3D, juegos y entornos interactivos;0
Mujeres;Zamora;Iluminación, captación y tratamiento de Imagen;5
Mujeres;Zamora;Producción de audiovisuales y espectáculos;0
Mujeres;Zamora;Realización de proyectos de audiovisuales y espectáculos;2
Mujeres;Zamora;Sonido para audiovisuales y espectáculos;0
Mujeres;Zamora;Imagen y sonido sin distribuir (para centros extranjeros);0
Mujeres;Zamora;14 INDUSTRIAS ALIMENTARIAS;0
Mujeres;Zamora;Procesos y calidad en la industria alimentaria;0
Mujeres;Zamora;Vitivinicultura;0
Mujeres;Zamora;16 INFORMÁTICA Y COMUNICACIONES;11
Mujeres;Zamora;Administración de sistemas informáticos en red;2
Mujeres;Zamora;Desarrollo de aplicaciones multiplataforma;3
Mujeres;Zamora;Desarrollo de aplicaciones web;6
Mujeres;Zamora;Informatica y comunicaciones sin distribuir (para centros extranjeros);0
Mujeres;Zamora;17 INSTALACIÓN Y MANTENIMIENTO;1
Mujeres;Zamora;Desarrollo de proyectos de instalaciones térmicas y de fluidos;0
Mujeres;Zamora;Mantenimiento de instalaciones térmicas y de fluidos;0
Mujeres;Zamora;Mecatrónica industrial;1
Mujeres;Zamora;18 MADERA, MUEBLE Y CORCHO;0
Mujeres;Zamora;Diseño y amueblamiento;0
Mujeres;Zamora;19 MARÍTIMO-PESQUERA;0
Mujeres;Zamora;Acuicultura;0
Mujeres;Zamora;Organización del mantenimiento de maquinaria de buques y embarcaciones;0
Mujeres;Zamora;Transporte marítimo y pesca de altura;0
Mujeres;Zamora;20 QUÍMICA;0
Mujeres;Zamora;Fabricación de Productos Farmaceuticos;0
Mujeres;Zamora;Laboratorio de análisis y de control de calidad;0
Mujeres;Zamora;Química industrial;0
Mujeres;Zamora;21 SANIDAD;12
