Sexo;Comunidad autónoma/provincia;Ciclo formativo (1);Total
Mujeres;Ávila;Acceso y Conservación en Instalaciones Deportivas;0
Mujeres;Ávila;02 ADMINISTRACIÓN Y GESTIÓN;9
Mujeres;Ávila;Servicios administrativos;9
Mujeres;Ávila;03 AGRARIA;2
Mujeres;Ávila;Actividades agropecuarias;0
Mujeres;Ávila;Agro-jardinería y composiciones florales;2
Mujeres;Ávila;Aprovechamientos forestales;0
Mujeres;Ávila;04 ARTES GRÁFICAS;0
Mujeres;Ávila;Artes gráficas;0
Mujeres;Ávila;06 COMERCIO Y MARKETING;0
Mujeres;Ávila;Servicios comerciales;0
Mujeres;Ávila;07 EDIFICACIÓN Y OBRA CIVIL;0
Mujeres;Ávila;Reforma y mantenimiento de edificios;0
Mujeres;Ávila;08 ELECTRICIDAD Y ELECTRÓNICA;0
Mujeres;Ávila;Electricidad y electrónica;0
Mujeres;Ávila;Instalaciones electrotécnicas y mecánica;0
Mujeres;Ávila;10 FABRICACIÓN MECÁNICA;0
Mujeres;Ávila;Fabricación de elementos metálicos;0
Mujeres;Ávila;Fabricación y montaje;0
Mujeres;Ávila;11 HOSTELERÍA Y TURISMO;4
Mujeres;Ávila;Actividades de panadería y pastelería;0
Mujeres;Ávila;Alojamiento y lavandería;0
Mujeres;Ávila;Cocina y restauración;4
Mujeres;Ávila;12 IMAGEN PERSONAL;10
Mujeres;Ávila;Peluquería y estética;10
Mujeres;Ávila;14 INDUSTRIAS ALIMENTARIAS;0
Mujeres;Ávila;Industrias alimentarias;0
Mujeres;Ávila;16 INFORMÁTICA Y COMUNICACIONES;3
Mujeres;Ávila;Informática de oficina;0
Mujeres;Ávila;Informática y comunicaciones;3
Mujeres;Ávila;17 INSTALACIÓN Y MANTENIMIENTO;0
Mujeres;Ávila;Mantenimiento de viviendas;0
Mujeres;Ávila;18 MADERA, MUEBLE Y CORCHO;0
Mujeres;Ávila;Carpintería y mueble;0
Mujeres;Ávila;19 MARÍTIMO-PESQUERA;0
Mujeres;Ávila;Actividades marítimo-pesqueras;0
Mujeres;Ávila;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;0
Mujeres;Ávila;Actividades domésticas y limpieza de edificios;0
Mujeres;Ávila;24 TEXTIL, CONFECCIÓN Y PIEL;0
Mujeres;Ávila;Arreglo y reparación de artículos textiles y de piel;0
Mujeres;Ávila;Tapicería y cortinaje;0
Mujeres;Ávila;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;1
Mujeres;Ávila;Mantenimiento de embarcaciones deportivas y de recreo;0
Mujeres;Ávila;Mantenimiento de vehículos;1
Mujeres;Ávila;26 VIDRIO Y CERÁMICA;0
Mujeres;Ávila;Vidriería y alfarería;0
Mujeres;Burgos;00 TOTAL;57
Mujeres;Burgos;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;0
Mujeres;Burgos;Acceso y Conservación en Instalaciones Deportivas;0
Mujeres;Burgos;02 ADMINISTRACIÓN Y GESTIÓN;17
Mujeres;Burgos;Servicios administrativos;17
Mujeres;Burgos;03 AGRARIA;0
Mujeres;Burgos;Actividades agropecuarias;0
Mujeres;Burgos;Agro-jardinería y composiciones florales;0
Mujeres;Burgos;Aprovechamientos forestales;0
Mujeres;Burgos;04 ARTES GRÁFICAS;0
Mujeres;Burgos;Artes gráficas;0
Mujeres;Burgos;06 COMERCIO Y MARKETING;3
Mujeres;Burgos;Servicios comerciales;3
Mujeres;Burgos;07 EDIFICACIÓN Y OBRA CIVIL;0
Mujeres;Burgos;Reforma y mantenimiento de edificios;0
Mujeres;Burgos;08 ELECTRICIDAD Y ELECTRÓNICA;1
Mujeres;Burgos;Electricidad y electrónica;1
Mujeres;Burgos;Instalaciones electrotécnicas y mecánica;0
Mujeres;Burgos;10 FABRICACIÓN MECÁNICA;1
Mujeres;Burgos;Fabricación de elementos metálicos;0
Mujeres;Burgos;Fabricación y montaje;1
Mujeres;Burgos;11 HOSTELERÍA Y TURISMO;14
Mujeres;Burgos;Actividades de panadería y pastelería;4
Mujeres;Burgos;Alojamiento y lavandería;0
Mujeres;Burgos;Cocina y restauración;10
Mujeres;Burgos;12 IMAGEN PERSONAL;19
Mujeres;Burgos;Peluquería y estética;19
Mujeres;Burgos;14 INDUSTRIAS ALIMENTARIAS;0
Mujeres;Burgos;Industrias alimentarias;0
Mujeres;Burgos;16 INFORMÁTICA Y COMUNICACIONES;1
Mujeres;Burgos;Informática de oficina;1
Mujeres;Burgos;Informática y comunicaciones;0
Mujeres;Burgos;17 INSTALACIÓN Y MANTENIMIENTO;0
Mujeres;Burgos;Mantenimiento de viviendas;0
Mujeres;Burgos;18 MADERA, MUEBLE Y CORCHO;0
Mujeres;Burgos;Carpintería y mueble;0
Mujeres;Burgos;19 MARÍTIMO-PESQUERA;0
Mujeres;Burgos;Actividades marítimo-pesqueras;0
Mujeres;Burgos;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;0
Mujeres;Burgos;Actividades domésticas y limpieza de edificios;0
Mujeres;Burgos;24 TEXTIL, CONFECCIÓN Y PIEL;0
Mujeres;Burgos;Arreglo y reparación de artículos textiles y de piel;0
Mujeres;Burgos;Tapicería y cortinaje;0
Mujeres;Burgos;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;1
Mujeres;Burgos;Mantenimiento de embarcaciones deportivas y de recreo;0
Mujeres;Burgos;Mantenimiento de vehículos;1
Mujeres;Burgos;26 VIDRIO Y CERÁMICA;0
Mujeres;Burgos;Vidriería y alfarería;0
Mujeres;León;00 TOTAL;56
Mujeres;León;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;0
Mujeres;León;Acceso y Conservación en Instalaciones Deportivas;0
Mujeres;León;02 ADMINISTRACIÓN Y GESTIÓN;23
Mujeres;León;Servicios administrativos;23
Mujeres;León;03 AGRARIA;1
Mujeres;León;Actividades agropecuarias;0
Mujeres;León;Agro-jardinería y composiciones florales;1
Mujeres;León;Aprovechamientos forestales;0
Mujeres;León;04 ARTES GRÁFICAS;0
Mujeres;León;Artes gráficas;0
Mujeres;León;06 COMERCIO Y MARKETING;0
Mujeres;León;Servicios comerciales;0
Mujeres;León;07 EDIFICACIÓN Y OBRA CIVIL;0
Mujeres;León;Reforma y mantenimiento de edificios;0
Mujeres;León;08 ELECTRICIDAD Y ELECTRÓNICA;1
Mujeres;León;Electricidad y electrónica;1
Mujeres;León;Instalaciones electrotécnicas y mecánica;0
Mujeres;León;10 FABRICACIÓN MECÁNICA;0
Mujeres;León;Fabricación de elementos metálicos;0
Mujeres;León;Fabricación y montaje;0
Mujeres;León;11 HOSTELERÍA Y TURISMO;7
Mujeres;León;Actividades de panadería y pastelería;0
Mujeres;León;Alojamiento y lavandería;0
Mujeres;León;Cocina y restauración;7
Mujeres;León;12 IMAGEN PERSONAL;16
Mujeres;León;Peluquería y estética;16
Mujeres;León;14 INDUSTRIAS ALIMENTARIAS;1
Mujeres;León;Industrias alimentarias;1
Mujeres;León;16 INFORMÁTICA Y COMUNICACIONES;1
Mujeres;León;Informática de oficina;1
Mujeres;León;Informática y comunicaciones;0
Mujeres;León;17 INSTALACIÓN Y MANTENIMIENTO;0
Mujeres;León;Mantenimiento de viviendas;0
Mujeres;León;18 MADERA, MUEBLE Y CORCHO;0
Mujeres;León;Carpintería y mueble;0
Mujeres;León;19 MARÍTIMO-PESQUERA;0
Mujeres;León;Actividades marítimo-pesqueras;0
Mujeres;León;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;0
Mujeres;León;Actividades domésticas y limpieza de edificios;0
Mujeres;León;24 TEXTIL, CONFECCIÓN Y PIEL;5
Mujeres;León;Arreglo y reparación de artículos textiles y de piel;0
Mujeres;León;Tapicería y cortinaje;5
Mujeres;León;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;1
Mujeres;León;Mantenimiento de embarcaciones deportivas y de recreo;0
Mujeres;León;Mantenimiento de vehículos;1
Mujeres;León;26 VIDRIO Y CERÁMICA;0
Mujeres;León;Vidriería y alfarería;0
Mujeres;Palencia;00 TOTAL;26
Mujeres;Palencia;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;0
Mujeres;Palencia;Acceso y Conservación en Instalaciones Deportivas;0
Mujeres;Palencia;02 ADMINISTRACIÓN Y GESTIÓN;4
Mujeres;Palencia;Servicios administrativos;4
Mujeres;Palencia;03 AGRARIA;0
Mujeres;Palencia;Actividades agropecuarias;0
Mujeres;Palencia;Agro-jardinería y composiciones florales;0
Mujeres;Palencia;Aprovechamientos forestales;0
Mujeres;Palencia;04 ARTES GRÁFICAS;0
Mujeres;Palencia;Artes gráficas;0
Mujeres;Palencia;06 COMERCIO Y MARKETING;5
Mujeres;Palencia;Servicios comerciales;5
Mujeres;Palencia;07 EDIFICACIÓN Y OBRA CIVIL;0
Mujeres;Palencia;Reforma y mantenimiento de edificios;0
Mujeres;Palencia;08 ELECTRICIDAD Y ELECTRÓNICA;3
Mujeres;Palencia;Electricidad y electrónica;1
Mujeres;Palencia;Instalaciones electrotécnicas y mecánica;2
Mujeres;Palencia;10 FABRICACIÓN MECÁNICA;0
Mujeres;Palencia;Fabricación de elementos metálicos;0
Mujeres;Palencia;Fabricación y montaje;0
Mujeres;Palencia;11 HOSTELERÍA Y TURISMO;2
Mujeres;Palencia;Actividades de panadería y pastelería;0
Mujeres;Palencia;Alojamiento y lavandería;0
Mujeres;Palencia;Cocina y restauración;2
Mujeres;Palencia;12 IMAGEN PERSONAL;12
Mujeres;Palencia;Peluquería y estética;12
Mujeres;Palencia;14 INDUSTRIAS ALIMENTARIAS;0
Mujeres;Palencia;Industrias alimentarias;0
Mujeres;Palencia;16 INFORMÁTICA Y COMUNICACIONES;0
Mujeres;Palencia;Informática de oficina;0
Mujeres;Palencia;Informática y comunicaciones;0
Mujeres;Palencia;17 INSTALACIÓN Y MANTENIMIENTO;0
Mujeres;Palencia;Mantenimiento de viviendas;0
Mujeres;Palencia;18 MADERA, MUEBLE Y CORCHO;0
Mujeres;Palencia;Carpintería y mueble;0
Mujeres;Palencia;19 MARÍTIMO-PESQUERA;0
Mujeres;Palencia;Actividades marítimo-pesqueras;0
Mujeres;Palencia;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;0
Mujeres;Palencia;Actividades domésticas y limpieza de edificios;0
Mujeres;Palencia;24 TEXTIL, CONFECCIÓN Y PIEL;0
Mujeres;Palencia;Arreglo y reparación de artículos textiles y de piel;0
Mujeres;Palencia;Tapicería y cortinaje;0
Mujeres;Palencia;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;0
Mujeres;Palencia;Mantenimiento de embarcaciones deportivas y de recreo;0
Mujeres;Palencia;Mantenimiento de vehículos;0
Mujeres;Palencia;26 VIDRIO Y CERÁMICA;0
Mujeres;Palencia;Vidriería y alfarería;0
Mujeres;Salamanca;00 TOTAL;51
Mujeres;Salamanca;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;0
Mujeres;Salamanca;Acceso y Conservación en Instalaciones Deportivas;0
Mujeres;Salamanca;02 ADMINISTRACIÓN Y GESTIÓN;15
Mujeres;Salamanca;Servicios administrativos;15
Mujeres;Salamanca;03 AGRARIA;1
Mujeres;Salamanca;Actividades agropecuarias;0
Mujeres;Salamanca;Agro-jardinería y composiciones florales;1
Mujeres;Salamanca;Aprovechamientos forestales;0
Mujeres;Salamanca;04 ARTES GRÁFICAS;0
Mujeres;Salamanca;Artes gráficas;0
Mujeres;Salamanca;06 COMERCIO Y MARKETING;8
Mujeres;Salamanca;Servicios comerciales;8
Mujeres;Salamanca;07 EDIFICACIÓN Y OBRA CIVIL;0
Mujeres;Salamanca;Reforma y mantenimiento de edificios;0
Mujeres;Salamanca;08 ELECTRICIDAD Y ELECTRÓNICA;0
Mujeres;Salamanca;Electricidad y electrónica;0
Mujeres;Salamanca;Instalaciones electrotécnicas y mecánica;0
Mujeres;Salamanca;10 FABRICACIÓN MECÁNICA;1
Mujeres;Salamanca;Fabricación de elementos metálicos;0
Mujeres;Salamanca;Fabricación y montaje;1
Mujeres;Salamanca;11 HOSTELERÍA Y TURISMO;12
Mujeres;Salamanca;Actividades de panadería y pastelería;0
Mujeres;Salamanca;Alojamiento y lavandería;0
Mujeres;Salamanca;Cocina y restauración;12
Mujeres;Salamanca;12 IMAGEN PERSONAL;7
Mujeres;Salamanca;Peluquería y estética;7
Mujeres;Salamanca;14 INDUSTRIAS ALIMENTARIAS;0
Mujeres;Salamanca;Industrias alimentarias;0
Mujeres;Salamanca;16 INFORMÁTICA Y COMUNICACIONES;4
Mujeres;Salamanca;Informática de oficina;0
Mujeres;Salamanca;Informática y comunicaciones;4
Mujeres;Salamanca;17 INSTALACIÓN Y MANTENIMIENTO;0
Mujeres;Salamanca;Mantenimiento de viviendas;0
Mujeres;Salamanca;18 MADERA, MUEBLE Y CORCHO;3
Mujeres;Salamanca;Carpintería y mueble;3
Mujeres;Salamanca;19 MARÍTIMO-PESQUERA;0
Mujeres;Salamanca;Actividades marítimo-pesqueras;0
Mujeres;Salamanca;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;0
Mujeres;Salamanca;Actividades domésticas y limpieza de edificios;0
Mujeres;Salamanca;24 TEXTIL, CONFECCIÓN Y PIEL;0
Mujeres;Salamanca;Arreglo y reparación de artículos textiles y de piel;0
Mujeres;Salamanca;Tapicería y cortinaje;0
Mujeres;Salamanca;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;0
Mujeres;Salamanca;Mantenimiento de embarcaciones deportivas y de recreo;0
Mujeres;Salamanca;Mantenimiento de vehículos;0
Mujeres;Salamanca;26 VIDRIO Y CERÁMICA;0
Mujeres;Salamanca;Vidriería y alfarería;0
Mujeres;Segovia;00 TOTAL;18
Mujeres;Segovia;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;0
Mujeres;Segovia;Acceso y Conservación en Instalaciones Deportivas;0
Mujeres;Segovia;02 ADMINISTRACIÓN Y GESTIÓN;2
Mujeres;Segovia;Servicios administrativos;2
Mujeres;Segovia;03 AGRARIA;0
Mujeres;Segovia;Actividades agropecuarias;0
Mujeres;Segovia;Agro-jardinería y composiciones florales;0
Mujeres;Segovia;Aprovechamientos forestales;0
Mujeres;Segovia;04 ARTES GRÁFICAS;0
Mujeres;Segovia;Artes gráficas;0
Mujeres;Segovia;06 COMERCIO Y MARKETING;6
Mujeres;Segovia;Servicios comerciales;6
Mujeres;Segovia;07 EDIFICACIÓN Y OBRA CIVIL;0
Mujeres;Segovia;Reforma y mantenimiento de edificios;0
Mujeres;Segovia;08 ELECTRICIDAD Y ELECTRÓNICA;3
Mujeres;Segovia;Electricidad y electrónica;3
Mujeres;Segovia;Instalaciones electrotécnicas y mecánica;0
Mujeres;Segovia;10 FABRICACIÓN MECÁNICA;0
Mujeres;Segovia;Fabricación de elementos metálicos;0
Mujeres;Segovia;Fabricación y montaje;0
Mujeres;Segovia;11 HOSTELERÍA Y TURISMO;1
Mujeres;Segovia;Actividades de panadería y pastelería;0
Mujeres;Segovia;Alojamiento y lavandería;0
Mujeres;Segovia;Cocina y restauración;1
Mujeres;Segovia;12 IMAGEN PERSONAL;6
Mujeres;Segovia;Peluquería y estética;6
Mujeres;Segovia;14 INDUSTRIAS ALIMENTARIAS;0
Mujeres;Segovia;Industrias alimentarias;0
Mujeres;Segovia;16 INFORMÁTICA Y COMUNICACIONES;0
Mujeres;Segovia;Informática de oficina;0
Mujeres;Segovia;Informática y comunicaciones;0
Mujeres;Segovia;17 INSTALACIÓN Y MANTENIMIENTO;0
Mujeres;Segovia;Mantenimiento de viviendas;0
Mujeres;Segovia;18 MADERA, MUEBLE Y CORCHO;0
Mujeres;Segovia;Carpintería y mueble;0
Mujeres;Segovia;19 MARÍTIMO-PESQUERA;0
Mujeres;Segovia;Actividades marítimo-pesqueras;0
Mujeres;Segovia;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;0
Mujeres;Segovia;Actividades domésticas y limpieza de edificios;0
Mujeres;Segovia;24 TEXTIL, CONFECCIÓN Y PIEL;0
Mujeres;Segovia;Arreglo y reparación de artículos textiles y de piel;0
Mujeres;Segovia;Tapicería y cortinaje;0
Mujeres;Segovia;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;0
Mujeres;Segovia;Mantenimiento de embarcaciones deportivas y de recreo;0
Mujeres;Segovia;Mantenimiento de vehículos;0
Mujeres;Segovia;26 VIDRIO Y CERÁMICA;0
Mujeres;Segovia;Vidriería y alfarería;0
Mujeres;Soria;00 TOTAL;9
Mujeres;Soria;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;0
Mujeres;Soria;Acceso y Conservación en Instalaciones Deportivas;0
Mujeres;Soria;02 ADMINISTRACIÓN Y GESTIÓN;0
Mujeres;Soria;Servicios administrativos;0
Mujeres;Soria;03 AGRARIA;0
Mujeres;Soria;Actividades agropecuarias;0
Mujeres;Soria;Agro-jardinería y composiciones florales;0
Mujeres;Soria;Aprovechamientos forestales;0
Mujeres;Soria;04 ARTES GRÁFICAS;0
Mujeres;Soria;Artes gráficas;0
Mujeres;Soria;06 COMERCIO Y MARKETING;0
Mujeres;Soria;Servicios comerciales;0
Mujeres;Soria;07 EDIFICACIÓN Y OBRA CIVIL;0
Mujeres;Soria;Reforma y mantenimiento de edificios;0
Mujeres;Soria;08 ELECTRICIDAD Y ELECTRÓNICA;0
Mujeres;Soria;Electricidad y electrónica;0
Mujeres;Soria;Instalaciones electrotécnicas y mecánica;0
Mujeres;Soria;10 FABRICACIÓN MECÁNICA;0
Mujeres;Soria;Fabricación de elementos metálicos;0
Mujeres;Soria;Fabricación y montaje;0
Mujeres;Soria;11 HOSTELERÍA Y TURISMO;4
Mujeres;Soria;Actividades de panadería y pastelería;0
Mujeres;Soria;Alojamiento y lavandería;0
Mujeres;Soria;Cocina y restauración;4
Mujeres;Soria;12 IMAGEN PERSONAL;2
Mujeres;Soria;Peluquería y estética;2
Mujeres;Soria;14 INDUSTRIAS ALIMENTARIAS;0
Mujeres;Soria;Industrias alimentarias;0
Mujeres;Soria;16 INFORMÁTICA Y COMUNICACIONES;2
Mujeres;Soria;Informática de oficina;2
Mujeres;Soria;Informática y comunicaciones;0
Mujeres;Soria;17 INSTALACIÓN Y MANTENIMIENTO;0
Mujeres;Soria;Mantenimiento de viviendas;0
Mujeres;Soria;18 MADERA, MUEBLE Y CORCHO;0
Mujeres;Soria;Carpintería y mueble;0
Mujeres;Soria;19 MARÍTIMO-PESQUERA;0
Mujeres;Soria;Actividades marítimo-pesqueras;0
Mujeres;Soria;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;0
Mujeres;Soria;Actividades domésticas y limpieza de edificios;0
Mujeres;Soria;24 TEXTIL, CONFECCIÓN Y PIEL;0
Mujeres;Soria;Arreglo y reparación de artículos textiles y de piel;0
Mujeres;Soria;Tapicería y cortinaje;0
Mujeres;Soria;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;1
Mujeres;Soria;Mantenimiento de embarcaciones deportivas y de recreo;0
Mujeres;Soria;Mantenimiento de vehículos;1
Mujeres;Soria;26 VIDRIO Y CERÁMICA;0
Mujeres;Soria;Vidriería y alfarería;0
Mujeres;Valladolid;00 TOTAL;51
Mujeres;Valladolid;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;0
Mujeres;Valladolid;Acceso y Conservación en Instalaciones Deportivas;0
Mujeres;Valladolid;02 ADMINISTRACIÓN Y GESTIÓN;14
Mujeres;Valladolid;Servicios administrativos;14
Mujeres;Valladolid;03 AGRARIA;1
Mujeres;Valladolid;Actividades agropecuarias;0
Mujeres;Valladolid;Agro-jardinería y composiciones florales;1
Mujeres;Valladolid;Aprovechamientos forestales;0
Mujeres;Valladolid;04 ARTES GRÁFICAS;0
Mujeres;Valladolid;Artes gráficas;0
Mujeres;Valladolid;06 COMERCIO Y MARKETING;8
Mujeres;Valladolid;Servicios comerciales;8
Mujeres;Valladolid;07 EDIFICACIÓN Y OBRA CIVIL;0
Mujeres;Valladolid;Reforma y mantenimiento de edificios;0
Mujeres;Valladolid;08 ELECTRICIDAD Y ELECTRÓNICA;0
Mujeres;Valladolid;Electricidad y electrónica;0
Mujeres;Valladolid;Instalaciones electrotécnicas y mecánica;0
Mujeres;Valladolid;10 FABRICACIÓN MECÁNICA;0
Mujeres;Valladolid;Fabricación de elementos metálicos;0
Mujeres;Valladolid;Fabricación y montaje;0
Mujeres;Valladolid;11 HOSTELERÍA Y TURISMO;5
Mujeres;Valladolid;Actividades de panadería y pastelería;0
Mujeres;Valladolid;Alojamiento y lavandería;0
Mujeres;Valladolid;Cocina y restauración;5
Mujeres;Valladolid;12 IMAGEN PERSONAL;20
Mujeres;Valladolid;Peluquería y estética;20
Mujeres;Valladolid;14 INDUSTRIAS ALIMENTARIAS;0
Mujeres;Valladolid;Industrias alimentarias;0
Mujeres;Valladolid;16 INFORMÁTICA Y COMUNICACIONES;2
Mujeres;Valladolid;Informática de oficina;0
Mujeres;Valladolid;Informática y comunicaciones;2
Mujeres;Valladolid;17 INSTALACIÓN Y MANTENIMIENTO;0
Mujeres;Valladolid;Mantenimiento de viviendas;0
Mujeres;Valladolid;18 MADERA, MUEBLE Y CORCHO;0
Mujeres;Valladolid;Carpintería y mueble;0
Mujeres;Valladolid;19 MARÍTIMO-PESQUERA;0
Mujeres;Valladolid;Actividades marítimo-pesqueras;0
Mujeres;Valladolid;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;0
Mujeres;Valladolid;Actividades domésticas y limpieza de edificios;0
Mujeres;Valladolid;24 TEXTIL, CONFECCIÓN Y PIEL;0
Mujeres;Valladolid;Arreglo y reparación de artículos textiles y de piel;0
Mujeres;Valladolid;Tapicería y cortinaje;0
Mujeres;Valladolid;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;1
Mujeres;Valladolid;Mantenimiento de embarcaciones deportivas y de recreo;0
Mujeres;Valladolid;Mantenimiento de vehículos;1
Mujeres;Valladolid;26 VIDRIO Y CERÁMICA;0
Mujeres;Valladolid;Vidriería y alfarería;0
Mujeres;Zamora;00 TOTAL;15
Mujeres;Zamora;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;0
Mujeres;Zamora;Acceso y Conservación en Instalaciones Deportivas;0
Mujeres;Zamora;02 ADMINISTRACIÓN Y GESTIÓN;8
Mujeres;Zamora;Servicios administrativos;8
Mujeres;Zamora;03 AGRARIA;1
Mujeres;Zamora;Actividades agropecuarias;0
Mujeres;Zamora;Agro-jardinería y composiciones florales;0
Mujeres;Zamora;Aprovechamientos forestales;1
Mujeres;Zamora;04 ARTES GRÁFICAS;0
Mujeres;Zamora;Artes gráficas;0
Mujeres;Zamora;06 COMERCIO Y MARKETING;0
Mujeres;Zamora;Servicios comerciales;0
Mujeres;Zamora;07 EDIFICACIÓN Y OBRA CIVIL;0
Mujeres;Zamora;Reforma y mantenimiento de edificios;0
Mujeres;Zamora;08 ELECTRICIDAD Y ELECTRÓNICA;0
Mujeres;Zamora;Electricidad y electrónica;0
Mujeres;Zamora;Instalaciones electrotécnicas y mecánica;0
Mujeres;Zamora;10 FABRICACIÓN MECÁNICA;0
Mujeres;Zamora;Fabricación de elementos metálicos;0
Mujeres;Zamora;Fabricación y montaje;0
Mujeres;Zamora;11 HOSTELERÍA Y TURISMO;2
Mujeres;Zamora;Actividades de panadería y pastelería;0
Mujeres;Zamora;Alojamiento y lavandería;0
Mujeres;Zamora;Cocina y restauración;2
Mujeres;Zamora;12 IMAGEN PERSONAL;3
Mujeres;Zamora;Peluquería y estética;3
Mujeres;Zamora;14 INDUSTRIAS ALIMENTARIAS;0
Mujeres;Zamora;Industrias alimentarias;0
Mujeres;Zamora;16 INFORMÁTICA Y COMUNICACIONES;0
Mujeres;Zamora;Informática de oficina;0
Mujeres;Zamora;Informática y comunicaciones;0
Mujeres;Zamora;17 INSTALACIÓN Y MANTENIMIENTO;0
Mujeres;Zamora;Mantenimiento de viviendas;0
Mujeres;Zamora;18 MADERA, MUEBLE Y CORCHO;1
Mujeres;Zamora;Carpintería y mueble;1
Mujeres;Zamora;19 MARÍTIMO-PESQUERA;0
Mujeres;Zamora;Actividades marítimo-pesqueras;0
Mujeres;Zamora;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;0
Mujeres;Zamora;Actividades domésticas y limpieza de edificios;0
Mujeres;Zamora;24 TEXTIL, CONFECCIÓN Y PIEL;0
Mujeres;Zamora;Arreglo y reparación de artículos textiles y de piel;0
Mujeres;Zamora;Tapicería y cortinaje;0
Mujeres;Zamora;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;0
Mujeres;Zamora;Mantenimiento de embarcaciones deportivas y de recreo;0
Mujeres;Zamora;Mantenimiento de vehículos;0
Mujeres;Zamora;26 VIDRIO Y CERÁMICA;0
Mujeres;Zamora;Vidriería y alfarería;0
Mujeres;08 CASTILLA-LA MANCHA;00 TOTAL;399
Mujeres;08 CASTILLA-LA MANCHA;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;4
Mujeres;08 CASTILLA-LA MANCHA;Acceso y Conservación en Instalaciones Deportivas;4
Mujeres;08 CASTILLA-LA MANCHA;02 ADMINISTRACIÓN Y GESTIÓN;115
Mujeres;08 CASTILLA-LA MANCHA;Servicios administrativos;115
Mujeres;08 CASTILLA-LA MANCHA;03 AGRARIA;7
Mujeres;08 CASTILLA-LA MANCHA;Actividades agropecuarias;0
Mujeres;08 CASTILLA-LA MANCHA;Agro-jardinería y composiciones florales;5
Mujeres;08 CASTILLA-LA MANCHA;Aprovechamientos forestales;2
Mujeres;08 CASTILLA-LA MANCHA;04 ARTES GRÁFICAS;4
Mujeres;08 CASTILLA-LA MANCHA;Artes gráficas;4
Mujeres;08 CASTILLA-LA MANCHA;06 COMERCIO Y MARKETING;53
Mujeres;08 CASTILLA-LA MANCHA;Servicios comerciales;53
Mujeres;08 CASTILLA-LA MANCHA;07 EDIFICACIÓN Y OBRA CIVIL;0
Mujeres;08 CASTILLA-LA MANCHA;Reforma y mantenimiento de edificios;0
Mujeres;08 CASTILLA-LA MANCHA;08 ELECTRICIDAD Y ELECTRÓNICA;7
Mujeres;08 CASTILLA-LA MANCHA;Electricidad y electrónica;7
Mujeres;08 CASTILLA-LA MANCHA;Instalaciones electrotécnicas y mecánica;0
Mujeres;08 CASTILLA-LA MANCHA;10 FABRICACIÓN MECÁNICA;1
Mujeres;08 CASTILLA-LA MANCHA;Fabricación de elementos metálicos;0
Mujeres;08 CASTILLA-LA MANCHA;Fabricación y montaje;1
Mujeres;08 CASTILLA-LA MANCHA;11 HOSTELERÍA Y TURISMO;52
Mujeres;08 CASTILLA-LA MANCHA;Actividades de panadería y pastelería;4
Mujeres;08 CASTILLA-LA MANCHA;Alojamiento y lavandería;2
Mujeres;08 CASTILLA-LA MANCHA;Cocina y restauración;46
Mujeres;08 CASTILLA-LA MANCHA;12 IMAGEN PERSONAL;84
Mujeres;08 CASTILLA-LA MANCHA;Peluquería y estética;84
Mujeres;08 CASTILLA-LA MANCHA;14 INDUSTRIAS ALIMENTARIAS;7
Mujeres;08 CASTILLA-LA MANCHA;Industrias alimentarias;7
Mujeres;08 CASTILLA-LA MANCHA;16 INFORMÁTICA Y COMUNICACIONES;61
Mujeres;08 CASTILLA-LA MANCHA;Informática de oficina;44
Mujeres;08 CASTILLA-LA MANCHA;Informática y comunicaciones;17
Mujeres;08 CASTILLA-LA MANCHA;17 INSTALACIÓN Y MANTENIMIENTO;0
Mujeres;08 CASTILLA-LA MANCHA;Mantenimiento de viviendas;0
